Co,Co,Co,Co,Co,Co,Co,Co,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn,As,As,As,As,As,As,As,As,Se,Se,Se,Se,Se,Se,Se,Se,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Te,Te,Te,Te,Te,Te,Te,Te,Au,Au,Au,Au,Au,Au,Au,Au,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Bi,Bi,Bi,Bi,Bi,Bi,Bi,Bi
,6307,4.26,105,106.22,5.06,,101,,2864,253.07,333,2718.46,95.97,,89.7,,957.5,b.d.l,16,4801.53,128.9,,578,,18.3,b.d.l,3.26,54.11,10.2,,2701,,1476,2226.3,7.7,216.16,392.2,,1491,,109.1,b.d.l,8.7,382.04,35.8,,24.7,,23.56,b.d.l,4.5,54.31,0.6,,18.1,,2.679,b.d.l,0.025,107.37,19.23,,85.2,,0,b.d.l,0.5,,0.14,,BDL,,2.96,0.045,0.1,,0.01,,0.57,,75.13,0.0368,2.24,557.28,95.56,,3301,,91.09,0.0158,0.01,3.06,0.09,,0.14
,586.7206204354904,251.73,47,44.9,16.76,,101,,3008.924502288245,1382.69,720,3164.87,173.97,,89.7,,,b.d.l,39.5,4802.63,249.35,,578,,0.7051374550538699,b.d.l,8.3,88.59,7.88,,2701,,123.0884411020889,2255.65,9.5,205.75,526,,1491,,72.7497781650806,55.37,2.5,387.63,48.5,,24.7,,0.01625,b.d.l,18.3,41.67,0.77,,18.1,,0.05065,0.58,0.05,95.39,33.74,,85.2,,0.2462,7.41,3.8,,0.1,,BDL,,0.006836874637361066,0.081,0.05,,0.01,,0.57,,0.02705,3.74,140,1034.95,317.62,,3301,,0.00425,1.45,32,3.86,0.1,,0.14
,2016,85.65,47.77,75.26,27.38,,306,,3102,459.43,3.4,2876.72,166.87,,72.3,,3.533,3.34,1.07,4618.82,193.45,,171,,3.73,b.d.l,,53.01,11.53,,1461,,895.7,2256.46,72.15,204.84,657.8,,1511,,103.2,63.34,7.68,351.34,30.7,,5.57,,0.029,b.d.l,,32.7,0.49,,11.8,,0.055,3.77,,83.15,34.3,,112,,0,3.68,4.22,,0.1,,BDL,,2.751,0.176,0.142,,0.01,,0.18,,3.349,11.12,1.28,834.27,250.77,,1695,,1.916,6.82,0.041,3.35,0.1,,45.2
,358.8,143.994135840333,47.82,206.09,10.88,,306,,3103,8.306315751334568,6.44,3030.8,156.29,,72.3,,110.4,15.52804717293117,,4481.04,208.9,,171,,23.82,5.432646985857587,7.21,36.23,12.8,,1461,,273.4,2306.068259796863,2.18,319.94,679.5,,1511,,37.34,6.274537094424629,9.85,364.47,38.9,,5.57,,1.694,2.541980780756336,,27.12,0.7,,11.8,,0.054,14.33729593416897,,54.98,37.78,,112,,0,13.7301751144721,27.86,,0.18,,BDL,,0.973,3.04850713614684,,,0.01,,0.18,,3.556,4.093925455380782,,517.94,196.71,,1695,,2.06,0.010655308299187,,2.73,0.11,,45.2
,690.7718190108875,86.7,50.95,201,63.76,,667.2,,3142.174166326874,415.48,7.58,3537.53,153.51,,539.1,,,9.07,,4163.58,204.43,,3996,,0.41935,b.d.l,,46.23,35.35,,5278,,123.6653734504952,2308.19,,285.09,780,,1512,,76.20723611708024,51.96,6.27,358.89,25.7,,76.75,,0.01131768867906566,3.22,0.433,30.3,0.57,,250.1,,0.0211,4.24,,57.02,26.67,,93.39,,0.1985159222605095,5.05,5.32,,0.09,,225.8,,0.01125,0.37,,,<0.01,,1.877,,0.0221,280.28,5.83,773.85,472.31,,396.9,,0.01,29.93,1.61,3.71,0.12,,142
,99.22,140,51,50.55,92.85,,621,,3249,438,44.7,2617.93,298.39,,341.3,,8.657,10.6,31.7,4520.76,188.26,,136.9,,31.77,1.6,5.12,54.37,7.7,,1011,,588.9,2310,30.2,163.19,176.1,,1527,,45.38,20,44.7,310.92,38.7,,101.9,,0.675,0.1,6.72,30.1,0.46,,2.716,,0.123,0.6,0.209,68.23,2.78,,1.852,,0,2,0.5,,<0.13,,43.89,,518.3,bdl,0.1,,<0.01,,0.128,,2.526,3.3,4.19,630.69,181.27,,19.19,,1.085,0.6,0.01,2.89,0.12,,5.762
,739.3105075674737,239.8,53.02,128.03,32.5,,794.5,,3327.308653427227,361.06,8.37,2736.45,138.84,,587.5,,,859.91,,5399.05,176.7,,1135,,0.3552,14.35,,73.94,28.13,,423.4,,128.1383107851627,2313.76,37.94,193.72,838.2,,1550,,77.70189652645074,18.22,11.51,357.32,21.8,,85.76,,0.0118,3.21,,46.23,0.48,,660.2,,0.02655,189.84,,95.93,40.66,,127.7,,0.30555,4.89,0.15,,0.14,,520,,0.0252,0.76,,,0.01,,1.472,,0.02175,687.02,0.041,562.51,229.82,,539.8,,0.02027936066930701,23.69,,2.73,0.15,,213.8
,240.4,256,53.3,37.99,24.11,,554.1,,3493,436,33.4,2824.01,183.23,,365,,17.8,12.5,21.9,4664.89,203.91,,531.4,,99.92,2.4,7.2,75.14,11.78,,331.1,,207,2370,8.6,209.51,645.1,,1620,,62.38,23,22.1,419.75,45.9,,28.24,,8.751,0.2,4.89,48.48,0.96,,24.2,,0.276,0.6,0.025,139.63,39.12,,104.1,,0,4,0.5,,0.2,,202.9,,4.471,bdl,0.1,,0.02,,1.206,,114.6,5.7,3.31,800.33,300.91,,546.8,,11.66,0.8,0.01,3.17,0.15,,109.6
,1830,318,53.48,48.89,38.83,,644.6,,3550,406,6.81,3336.16,132.35,,414.8,,5.55,16.4,1.29,4608.89,81.46,,1001,,4.956,5.2,2.22,76.2,14.13,,1712,,140.6,2930,2.16,205,83.4,,1651,,94.68,34.2,4.38,397.03,31.9,,65.47,,0.108,0.5,0.165,63.57,0.27,,25.94,,1.102,0.2,,135.25,1.36,,66.86,,0,8.8,6.12,,0.13,,145.1,,92.96,bdl,,,<0.01,,0.867,,3.375,5.2,1.37,618.09,75.42,,330.8,,2.342,0.2,1.84,3.04,0.16,,70.8
,10830,b.d.l,53.7,58.15,143.49,,6003,,3751,b.d.l,5.2,2959.09,481.02,,430.6,,249.6,b.d.l,38,4886.18,115.56,,2796,,4.243,b.d.l,8,56.15,25.94,,1774,,1970,2964.21,12.5,203.07,159.9,,2242,,68.07,b.d.l,20.8,376.63,46.5,,97.65,,0.041,b.d.l,5.09,47.17,0.11,,21.38,,0.193,0.76,0.25,118.48,1.42,,0.226,,0,0.7,1.44,,0.19,,26.32,,34.66,0.43,0.1,,<0.01,,1.981,,0.198,4.39,12.6,923.54,89.99,,4.942,,3.942,1.39,0.55,3.17,0.18,,8.841
,2961,0.1,54.34,30.81,52.44,,9681,,3800,2.4,25.68,2819.56,152.05,,118.9,,5.189,3.9,2.42,4543.02,295.5,,1.77,,2.573,2,,51.25,112.76,,0.811,,103,3010,1.28,189.37,786.1,,2245,,72.4,17.2,50.92,381.32,37,,81.23,,0.021,bdl,,32.63,1.29,,1.809,,1.399,bdl,,97.79,35.84,,0.032,,0,bdl,,,<0.13,,12.25,,130.2,0.1,,,0.01,,0.371,,1.701,1.3,1.11,1094.46,507.16,,0.699,,0.52,bdl,0.0123,3.68,0.19,,8.311
,15230,1759.219234808621,55,121.62,14.12,,1050,,3865,3443.040783072639,16.2,2862.92,133.71,,919,,108.2,65.88291339927297,22.1,3998.71,234.88,,5788,,5.829,112.8139996774797,4.9,56.84,10.61,,549.6,,8202,3079.642570394346,5.9,227.91,603.7,,2296,,72.43,2.322225550356908,24.7,388.29,41.1,,98.37,,55.18,0.05769291872147359,6.04,32.74,0.73,,577.8,,0.387,23.53109071186309,0.025,95.29,33.53,,243.5,,0,0.1690479010858663,0.5,,0.24,,562.5,,1.07,0.08906222209042677,0.1,,0.01,,2.961,,6.802,15.69377385810088,1.38,764.83,216.42,,1050,,8.308,0.0228504745490819,0.01,3.25,0.2,,376.8
,,309.23,55,40.17,14.03,,1082,,,380.19,16.2,3340.76,153.99,,228.9,,,406.42,34,4921.5,197.76,,982.5,,,b.d.l,5.4,88.45,19.48,,23.25,,,3096.9,9.4,223.32,646,,2356,,,b.d.l,75,436.5,26.6,,172.6,,,4.56,7.06,48.72,1.09,,29.41,,,251.54,0.105,127.08,34.5,,3.818,,,6.92,,,0.16,,195,,,0.96,,,0.02,,0.277,,,1548.78,6.7,789.72,181.31,,222.2,,,33.83,5.4,3.39,0.21,,24.61
,,8.69,56.88,65.82,11.9,,668.2,,,111.34,8.12,3411.36,159.51,,249.2,,,b.d.l,0.47,4146.25,250.24,,6305,,,b.d.l,,33.24,14.22,,3975,,,3209.77,,215.45,679.2,,2382,,,48.9,11.74,337.46,32.9,,76.83,,,b.d.l,0.032,24.44,1.79,,102.7,,,0.178,,50.79,37.68,,66.81,,,3.64,0.79,,0.17,,124,,,0.196,,,0.03,,0.861,,,1,0.059,505.39,199.14,,405.5,,,0.6,0.0125,2.77,0.22,,69.3
,,1.5,58,44.4,7.85,,177.9,,,15.8,10.6,2842.7,116.68,,108.4,,,3.9,14.3,4483,191.21,,404,,,2.3,7,66.14,9.83,,4.228,,,3210,9.6,200.22,608.1,,2404,,,16.5,39,378.58,21.5,,64.52,,,0.1,5.91,35.39,0.56,,0.621,,,0.2,0.072,91.48,32.83,,0.455,,,bdl,0.5,,0.13,,10.5,,,bdl,0.1,,<0.01,,0.255,,,1,0.82,860.24,162.62,,12.13,,,bdl,0.2,3.63,0.22,,5.337
,,0.1,,946.96,115.76,,1197,,,2.3,,3449.24,245.63,,1184,,,3.2,63.23,1107.85,222.32,,5.443,,,1.8,,8.82,145.44,,3.958,,,3230,,621.03,981.3,,2427,,,17.4,11.39,246.9,75.5,,104,,,bdl,0.069,12.94,1,,1.113,,,bdl,0.0212,30.97,45.16,,8.584,,,bdl,,,0.26,,9.259,,,0.1,0.08,,0.01,,0.028,,,0.7,0.366,208.17,981.26,,38.11,,,bdl,0.613,1.31,0.28,,7.47
,,0.2,,1072.6,58.93,,631.9,,,3.6,,3519.27,174.48,,321.8,,,3.9,4607.24,565.99,286.35,,2789,,,2.1,,9,41.88,,117.5,,,3500,1.12,928.55,741.5,,2457,,,19,6.15,261.52,36.2,,43.23,,,0.1,7.44,4.86,1.2,,15.03,,,bdl,0.133,15.86,35.35,,43.38,,,bdl,0.95,,0.15,,64.99,,,bdl,0.127,,0.01,,0.692,,,0.8,5.7,210.28,509.52,,237.5,,,bdl,5.62,0.99,0.29,,42.36
,,2.018218167592593,,1044.67,13.99,,2305,,,79.79249697060936,,3998.97,174.17,,700.1,,,30.31800844063978,3660.53,760.74,294.4,,9.285,,,3.563173137962408,,33.88,17.67,,79.79,,,3573.593070188037,0.66,933,575.4,,2526,,,11.05917085162608,11.13,270.43,26.3,,119.1,,,0.4158548324818458,2.86,6.66,1.25,,4.77,,,31.91417046704244,0.223,19.53,29.11,,7.655,,,1.124424999002714,1.35,,0.27,,12.39,,,8.382587911826246,0.065,,0.02,,0.127,,,128.2534719872553,12.03,170.52,238.1,,49.31,,,0.578249451480922,5.34,1.23,0.29,,12.79
,,1.4,,1038.07,95.73,,98.3,,,9.5,,2937.24,98.67,,11.8,,,3.5,1632.12,411.75,34.26,,2875,,,1.7,,138.48,24.27,,131.7,,,3580,0.42,753.02,99.6,,2593,,,18.8,4.77,179.45,32.8,,647.9,,,bdl,4.48,1.86,0.08,,787.3,,,bdl,0.207,12.57,1.1,,44.3,,,bdl,0.49,,0.21,,50.8,,,bdl,0.086,,<0.01,,1.45,,,0.8,6.49,205.64,43.75,,366.3,,,bdl,5.14,0.98,0.3,,735.1
,,4.71,60.4,1173.94,20.29,,175,,,144.83,0.56,3989.43,179.54,,362.1,,,3.35,0.32,1507.35,242.99,,4.605,,,b.d.l,,18.22,24.83,,113.8,,,3595.03,1.78,561.06,467.9,,1655,,,b.d.l,214.34,271.3,53,,124.2,,,0.087,,15.38,1.49,,0.032,,,1.5,,45.78,28.69,,0.019,,,b.d.l,0.177,,0.24,,0.773,,,0.57,,,0.03,,0.009,,,24.66,0.446,244.55,278.42,,0.47,,,0.444,,2.07,0.31,,0.173
,,0.2,60.66,747.3,97.9,,1629,,,5.1,2.17,2487.91,456.41,,376.1,,,3.6,,66.19,291.71,,19.38,,,1.7,,6.04,20.63,,4.779,,,3600,89.41,592.28,289.3,,1692,,,18.4,13.04,168.96,50,,98.84,,,bdl,,0.55,0.69,,24.91,,,bdl,,2.71,12.06,,8.726,,,bdl,7.89,,0.15,,32.44,,,0.1,,,0.01,,0.339,,,0.6,0.879,41.29,343.34,,129.5,,,bdl,2.34,0.25,0.32,,23.91
,,176,62.69,38.81,68.68,,472.1999999999999,,,160,0.51,1393.87,186.84,,21.84444444444444,,,25.8,0.59,7604.78,323.87,,8081.966666666668,,,2.1,,18.35,40.22,,1308.982666666667,,,3670,1.12,627.91,740.3,,1698.433333333333,,,bdl,259.91,260.39,24.4,,137.8788888888889,,,2.2,,27.88,1.37,,12.05844444444445,,,92,,355.87,30.51,,117.9611111111111,,,bdl,0.51,,0.28,,38.45766666666666,,,1.2,,,0.01,,1.560444444444445,,,6,,690.41,406.07,,4094.794241111111,,,0.1,,2.87,0.35,,169.2
,,1.7,62.9,37.72,295.02,,389.8,,,11.4,36.3,1604.33,1062.62,,313.7,,,3.6,12.5,4721.38,488.27,,353,,,1.9,5.3,65.73,666.94,,241.6,,,3670,9.1,396.74,495,,1116,,,18.3,62,375.69,92.1,,41.46,,,bdl,4.71,24.07,1.48,,27.74,,,0.2,0.025,321.21,22.05,,56.75,,,bdl,0.5,,0.35,,118.2,,,0.1,0.1,,0.02,,0.683,,,0.8,0.661,629.89,701.15,,255.3,,,bdl,0.112,2.22,0.4,,57.79
,,223.6951615874379,66,34.86,88.16,,6.4,,,117.0509845788691,15.4,1684.02,261.68,,26.9,,,892.1636779161072,4.6,4424.37,253.98,,1152,,,133.3395276712102,3.97,29.35,17.47,,34.3,,,3757.86191599687,7.19,405.32,671,,1163.7,,,7.675428685278485,72,275.71,32.6,,61.4,,,15.7371639566311,6.74,21.57,0.87,,287.9,,,46.60229902651328,0.025,291.43,26.94,,24.4,,,70.13633090234786,0.5,,<0.13,,0.9,,,45.3648545865324,0.1,,0.01,,0.2,,,29.87881958732422,7,549.47,466.98,,490.3,,,0.5373945174658762,1.05,2.35,0.43,,38.1
,,50.76,66.91,29.43,12.83,,2.9,,,1599.46,17.91,1273.38,165.54,,29.6,,,7.79,,3543.34,302.55,,644.6,,,b.d.l,2.63,13.58,24.34,,8,,,3890.54,19.68,937.08,678,,1214.4,,,38.27,1.4,175.86,34.7,,91.2,,,2.24,,24.72,2.9,,44,,,8.06,0.026,358.04,40.13,,25,,,6.77,,,0.31,,0.4,,,0.35,,,0.05,,<0.06,,,614.85,,679.52,170.95,,1266.1,,,58.09,1.55,3.01,0.43,,42.3
,,373.8619715368975,105,46.23,94.94,,1156,,,114.8984095167164,333,2044.2,270.39,,744.1,,,745.9393656080482,22.9,4702.51,294.37,,10.34,,,41.88483944485537,5.54,24.05,131.28,,2.374,,,3926.973754435453,7.7,375.16,1141,,1216,,,8.973856344092502,19.2,364.78,108.5,,180.4,,,144.8161050640819,6.94,21.32,2.05,,3.689,,,29.03106359878008,,259.54,61.64,,0.177,,,147.8440944485589,,,0.2,,9.05,,,26.2158070671101,,,0.02,,0.016,,,33.66360394801876,3.02,504.36,1087.46,,880.6,,,0.3152847384852574,,1.89,0.44,,2.616
,,98.44,108.84,38.36,82.53,,581.7,,,999.55,0.94,1283.75,195.45,,331.5,,,3.65,,4251.23,321.91,,238.5,,,b.d.l,,21.18,135.71,,1950,,,4019.42,7.33,1178.91,685,,1220,,,62.94,483.13,241.95,31.3,,51.91,,,0.45,,25.98,1.94,,51.49,,,4.17,,347.6,26.16,,43.62,,,4.83,6.24,,0.27,,107.8,,,0.19,0.017,,0.01,,0.552,,,22.33,0.05,693.09,485.43,,221,,,11.84,0.0286,2.44,0.45,,43.33
,,201,121.15,35.9,56.33,,34.78,,,338,0.49,1906.64,152.85,,427.5,,,41.7,,4842.03,235.19,,67.24,,,15,1.57,13.8,75.73,,2.18,,,4070,6.14,544.43,787,,1233,,,bdl,576.75,229.93,25.5,,238.1,,,7.4,,32.04,1.4,,21.01,,,163,0.044,395.64,31,,0.068,,,bdl,,,0.19,,230.7,,,8.6,,,0.01,,0.503,,,13.2,,754.46,417.52,,143.2,,,0.1,,3.32,0.48,,53.02
,,128,121.71,8.51,154.86,,304.2,,,63.7,11.02,5419.52,405.64,,14.9,,,15.8,,1750.52,240.35,,2554.3,,,21,,65.73,197.25,,31.7,,,4260,0.61,241.7,1146,,1241.7,,,bdl,93.06,409.64,121.6,,318.5,,,0.2,,7.85,1.93,,224.5,,,7,,42.06,64.29,,23.4,,,1.8,1.52,,0.23,,25.2,,,1.6,0.084,,0.02,,1.29,,,13,,117.86,1183.81,,1852,,,2.7,0.437,0.52,0.53,,433.1
,,1752.22,126.52,30.5,220.92,,4.3,,,868.04,23.73,4520.57,488.33,,45.3,,,47.61,,1103.06,408.21,,781.5,,,b.d.l,,39.4,275.94,,17.2,,,4682.81,4.02,271.84,182,,1241.8,,,21.92,8.08,261.32,105.6,,89.7,,,8.93,,8.72,1.87,,91.3,,,105.29,0.049,48.39,13.93,,32.2,,,11.83,1.27,,0.41,,0.8,,,1.5,,,0.04,,0.29,,,1012.78,,140.55,306.89,,596.9,,,106.13,,0.35,0.59,,50.9
,,11.54,141.49,15.67,57.88,,52.94,,,641.84,2.69,1704.22,197.97,,343.6,,,22.38,,1896.53,358.38,,55.88,,,b.d.l,,156.63,109.44,,2983,,,4791.92,4.54,289.4,836,,1249,,,30.49,454.93,278.92,35.6,,58.01,,,0.188,,6.61,1.74,,1.433,,,1.61,,36.74,33.85,,0.989,,,b.d.l,5.17,,0.33,,2.189,,,1.07,,,0.01,,0.021,,,50.83,,119.83,476.03,,62.98,,,1.24,0.0116,0.44,0.64,,0.882
,,115.461330015546,143,43.6,85.42,,29.69,,,217.053978042278,480,5429.28,233.25,,562.3,,,62.8326313124588,42,7422.35,526.08,,938.6,,,7.39348695058075,5.3,2254.41,108.89,,294.2,,,5348.38061925185,10.2,298.79,339,,1270,,,b.d.l.,6.6,264.87,58.3,,74.85,,,10.311047495302,26.3,7.2,4.47,,5.981,,,10.9674808428423,0.05,47.37,21.89,,1.32,,,9.90307117440675,0.25,,0.81,,20.41,,,29.1681856198587,0.05,,0.05,,0.046,,,76.8919543042769,1.18,130.32,332.1,,1112,,,b.d.l.,0.114,0.36,0.84,,4.038
,,187,143,27.23,34.08,,813.9,,,112,1046,2181.79,155.42,,201,,,37.9,60,2312.2,65.15,,30.95,,,7.5,12.3,17.92,91.7,,61.52,,,5600,88,365.86,71,,1699,,,12,24,262.09,56.1,,99.01,,,0.3,26.3,8.8,0.62,,1.441,,,42.4,,48.22,2.95,,2.547,,,1.7,10.2,,0.38,,60.64,,,1.8,,,<0.01,,0.2,,,113,140,105.14,118.83,,19.75,,,9.4,32,0.53,0.86,,4.831
,,37.03,405.77,51,23.66,,214,,,1294.46,31.99,362.13,266.02,,266.8,,,73.5,,1471.99,429.48,,2.289,,,b.d.l,,138.83,21.77,,246.8,,,5742.93,,119.42,744,,1701,,,43.79,617.95,8.7,66.1,,96.24,,,b.d.l,,2.8,2.51,,0.194,,,0.375,,35.67,46.21,,0.257,,,0.66,2.87,,0.6,,1.25,,,0.75,,,0.04,,0.01,,,11.55,,56.67,466.66,,3.544,,,1.7,1.209,0.31,1.05,,1.959
,,260,418.887609,43.46,108.86,,654.4,,,510,21.3809208,261.04,341.12,,506.3,,,70.1,31.8243605,1454.79,626.22,,2313,,,3.7,6.40635849,62.17,308.02,,3082,,,5960,23.1800828,117.41,792,,1715,,,bdl,1.105,5.47,54.6,,61,,,9.1,5.25964505,2.4,4.18,,102.4,,,258,3.99273225,51.83,41.99,,88.05,,,bdl,0.24518886,,1.14,,134.3,,,12.2,0.07137712,,0.01,,1.584,,,15.8,292.626404,80.86,765.73,,363.5,,,0.2,2.1383799,0.3,1.18,,127.1
,,4,447.49,188.89,179.53,,483.8,,,38,18.62,699.95,784.59,,61.5,,,29,,3343.78,729.92,,1466,,,5.4,2.49,75.56,545.34,,1.9,,,6400,27.47,316.9,348,,1730.7,,,10.6,8.73,10.76,140.3,,146.7,,,0.3,,5.82,6.39,,1.7,,,43,,189.52,34.47,,0.3,,,bdl,2.56,,0.82,,0.8,,,3.5,,,0.14,,<0.04,,,108,0.431,333.26,505.04,,9.4,,,0.9,,2.09,1.19,,6.5
,,61.5,178.999184,24.33,91.11,,143.9,,,21.4,75.6737072,383.71,303.36,,22.2,,,340,1.16497424,2566.63,422.61,,3616.8,,,31,0.69155899,55.22,261.92,,84.1,,,6460,0.46,187.11,1053,,1735.8,,,3.6,6.63938906,12.93,95.3,,353.7,,,0.9,0.015,2.73,3.72,,1213.9,,,125,0.015,60.06,53.48,,39,,,2.9,0.1569861,,0.4,,61.4,,,0.7,0,,0.03,,1.69,,,101,0.12669686,77.54,911.26,,528.2,,,0.3,0.03647782,0.3,1.23,,836.8
,,211,192,145.17,134.81,,289.1,,,99,85,605.56,339.86,,1264,,,65,58,6270.51,445.83,,52.78,,,1.8,5.8,91.19,378.6,,4.726,,,6650,5.7,362.42,820,,1742,,,1.9,11.9,14.92,102,,204.3,,,0.3,28.3,6.72,6.07,,8.94,,,11,0.05,171.07,44.29,,0.11,,,bdl,2.9,,0.79,,18.27,,,3.6,0.05,,0.05,,0.172,,,23.4,312,250.4,870.58,,31.5,,,3.5,22.9,1.27,1.59,,0.392
,,2.6,192,133.32,113.16,,505.2,,,29,638,505.84,333.33,,352.9,,,20.1,69.8,4712.77,707.73,,462.9,,,6.6,9.6,92.74,362.49,,191.4,,,6800,6.2,336.23,1071,,1771,,,10.7,31,20.89,104.2,,33.28,,,0.3,31.1,5.33,5.25,,17.85,,,34.5,,165.65,60.82,,80.33,,,bdl,15.4,,0.65,,143.5,,,4.8,,,0.04,,1.004,,,87,477,253.17,1038.56,,419.4,,,0.7,37,1.32,1.74,,83.21
,,19.09,192.8,4.48,116.99,,650.5,,,107.79,0.94,90.45,555.89,,436.3,,,2.96,,840.84,1051.98,,0.926,,,b.d.l,5.27,23.55,366.13,,1269,,,6897.46,,533.79,502,,1834,,,20.81,227.1,1.94,156.3,,62.99,,,b.d.l,,3.32,15.41,,2.382,,,1.99,,72.75,56.63,,0.155,,,b.d.l,4.14,,2.37,,3.591,,,2.72,,,0.23,,0.067,,,9.61,0.578,7832.7,509.46,,147.4,,,3.77,0.575,0.46,2.35,,5.384
,,0.3,202.28,2.09,59.59,,590,,,5.3,2.44,46.09,329.74,,428,,,4.6,0.45,40.28,1014.72,,140,,,4,,2181.93,174.5,,218,,,3230,5.65,711.37,716,,2038,,,17.9,432.55,2.92,74.6,,5.35,,,bdl,,0.31,20.41,,11.3,,,0.2,,2.94,39.36,,117,,,bdl,,,1.95,,2.54,,,0.1,0.025,,0.13,,0.34,,,2.3,0.322,998.18,465.49,,403,,,bdl,0.322,0.03,2.47,,49.7
,,230.46,,3.04,81.24,,454,,,1190.78,36.97,66.64,259.2,,144.9,,,5.56,0.48,59.58,622.89,,215.4,,,b.d.l,,4918.49,474.7,,1339,,,3235.69,1.63,714.63,518,,2062,,,b.d.l,12.81,2.4,54.1,,189.9,,,1.44,,0.33,7.82,,2.741,,,2.69,,3.9,31.16,,0.763,,,1.96,,,1.52,,307.2,,,0.34,,,0.04,,0.095,,,449.79,0.047,1837.37,574.8,,138.3,,,25.69,0.0273,0.05,2.98,,6.172
,,180,,2.81,146.63,,1754,,,248,,75.24,410.71,,540.1,,,30.2,,29.45,1218.22,,8.521,,,7.6,2.3,2743.89,332.31,,2.163,,,3260,35.94,693.2,936,,2071,,,6.4,5.79,1.36,138.8,,138.8,,,4.7,,0.28,14.56,,44.67,,,110,,3.28,60.71,,1.834,,,bdl,0.7,,2.06,,42.61,,,5.6,,,0.05,,0.54,,,12,,2046.11,1172.89,,21.73,,,0.1,0.0099,0.03,3.3,,5.396
,,24.45025142887064,211,15.21,92.42,,2394,,,15.81106190761355,90,330.45,565.12,,1031,,,634.2184366254606,45.8,44.17,1555.87,,379.9,,,477.2809239018274,8.9,2894.97,959.81,,385.4,,,3267.117202413812,9.9,715,173,,2094,,,18.35231442937283,23,1.25,45.6,,149.4,,,3.162833723659019,4.33,0.61,7.53,,283,,,176.8218176929538,0.025,4.68,17.55,,1.624,,,1.602315887303783,0.5,,1.44,,354.3,,,8.34644844261735,0.1,,0.03,,7.039,,,31.50672132259243,2.58,3423.06,911.59,,551.7,,,0.9085776499121374,0.01,0.02,8.02,,89.62
,,89,215.35,2.25,65.55,,83.5,,,228,95.13,35.14,401.88,,28.3,,,15.3,1.72,214.96,2044.31,,555,,,1.9,1.65,4765.13,532.56,,186,,,3280,2.74,802.35,154,,2111,,,bdl,24.65,4.42,27.6,,7.44,,,9.4,0.104,0.58,7.66,,6.89,,,73,,4.49,17.82,,145,,,bdl,3.75,,1.29,,BDL,,,16.5,0.017,,0.05,,0.11,,,1.2,0.314,2018.07,1007.09,,820,,,bdl,2.07,0.02,9.74,,36.3
,,871.45,219.854593,4.58,67.83,,83.5,,,1283.02,117.478063,69.85,391.54,,28.3,,,6.35,2.97100379,76.27,1520.14,,555,,,b.d.l,42.3475849,3107.65,1280.02,,186,,,3293.32,387.6,700.8,135.4,,2111,,,35.94,0.97,1.33,38.6,,7.44,,,0.251,0.53472362,0.46,5.95,,6.89,,,4.49,0.25695726,4.92,15.34,,145,,,4.24,45.988233,,1.79,,BDL,,,0.23,0.07106578,,0.04,,0.11,,,114.85,6.93312632,1142.97,814.21,,820,,,15.02,0.82176379,0.05,9.87,,36.3
,,10,237,1,57.99,,412.2,,,40,142.1,32.84,329.82,,164.2,,,36,9.4,28.87,1291.69,,1024,,,1100,7.5,2892.48,661.47,,1.322,,,6900,12,609.06,91.3,,2129,,,13.7,26,1.91,23.2,,142,,,0.2,3.95,0.31,4.47,,4.484,,,44,0.025,3.32,14.44,,0.817,,,bdl,0.5,,1.44,,112.4,,,3.9,0.1,,0.03,,0.194,,,105,3.45,911.41,631.96,,12.71,,,0.6,0.01,0.05,10.05,,8.132
,,171,257.1,0.28,100.98,,5146,,,129,61.78,57.79,633.36,,261.5,,,19.1,11.8,11.26,2068.89,,3.461,,,6.9,,581.09,1064.78,,1028,,,6900,,810.21,166.2,,2133,,,bdl,12.45,1.54,42.2,,169.7,,,0.2,,0.18,6.82,,0.112,,,3.1,,1.88,20.91,,1.083,,,bdl,2.37,,1.6,,9.399,,,3.7,,,0.04,,0.027,,,17,11.73,406.66,1074.77,,3.613,,,2.9,,0.03,10.74,,4.358
,,3.4,273.490784,1.73,134.25,,1192.2,,,36,202.078585,32.38,916.99,,28.1,,,18.1,78.3961689,29.2,3237.15,,2818.2,,,13.4,85.7371115,1822.49,986.89,,176.8,,,7000,383.21143,721.19,294.1,,2231.8,,,11.9,1.01,1.29,63.2,,131.2,,,0.2,6.80013834,0.48,11.52,,221,,,23.3,1.65165815,4.57,30.64,,493.2,,,bdl,74.3323673,,1.86,,33.3,,,2.8,0.21336578,,0.08,,2.45,,,64,200.593335,631.18,1710.56,,5168.3,,,0.5,11.0542178,0.07,13.85,,717
