Co,Co,Co,Co,Co,Co,Co,Co,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn,As,As,As,As,As,As,As,As,Se,Se,Se,Se,Se,Se,Se,Se,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Te,Te,Te,Te,Te,Te,Te,Te,Au,Au,Au,Au,Au,Au,Au,Au,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Bi,Bi,Bi,Bi,Bi,Bi,Bi,Bi
,,417,275.1,4.16,79.92,,1078.2,,,188,429.24,789.14,428,,35.2,,,28.9,,29.37,1980,,1727.8,,,3.5,,506.98,1927.9,,140.5,,,7100,0.233,898.62,120.7,,2695,,,5.4,61.79,0.86,44.3,,56.7,,,0.1,0.211,0.69,5.11,,107.5,,,26.7,,6.83,17.72,,384.8,,,1.2,0.62,,2.27,,28.5,,,2,,,0.03,,3.09,,,55.1,0.178,2821.96,875.31,,1724.5,,,5.2,1.12,0.04,14.82,,201.2
,,4,276.14,10.14,89.26,,658,,,45,2.08,787.68,516.44,,1479,,,43,0.98,19.71,2592.82,,11.27,,,6.9,,561.65,2588.07,,12.17,,,7200,5.05,801.56,149.7,,2811,,,13.1,324.61,1.29,45.8,,95.67,,,0.2,0.035,0.42,5.2,,6.319,,,22.9,0.079,4.58,21.09,,1.005,,,bdl,1.75,,2.81,,34.23,,,3.7,,,0.04,,0.048,,,79,0.098,3392.18,1079.97,,20.24,,,0.5,0.0183,0.02,19.15,,5.084
,,3.3,299.49,0.54,91.4,,280.4,,,32,38.16,281.02,533.25,,46,,,19.2,4.33,7.42,2299.11,,7234,,,3.9,3.53,758.47,2191.86,,280.1,,,7300,3.18,795.68,153.9,,2910.3,,,12.5,17.98,1.58,46.1,,778.7,,,0.3,,0.1,4.9,,613.4,,,41,,2.2,22.2,,37,,,bdl,2.96,,2.59,,91.3,,,5,0.043,,0.05,,3.24,,,126,0.745,756.96,1060.76,,9477.4,,,0.8,1.036,0.12,21.79,,1877
,,121.2117221146361,316.493499,5.74,213.56,,6.53,,,61.19359136281827,350.707399,227.08,121.5,,44.64,,,268.326422788132,157.170478,147.21,74.6,,5970,,,82.15879160167006,127.991207,7905.58,215.8,,6284,,,7459.720628606899,163.342552,957.74,51.7,,3090.37,,,14.28915432218404,1.56,1.54,4,,17.86,,,26.33251422816997,11.7197965,1.01,0.72,,32.16,,,53.14416775863064,1.07726436,8.67,3.42,,7,,,88.50579168695636,100.964559,,0.39,,0,,,47.14618589511866,0.41461414,,<0.01,,0.338,,,11.19830166761234,111.82763,3815.35,210.5,,1883,,,0.115169313968675,10.5754363,0.12,19.93,,18.8
,,160,333.097646,29.32,347.77,,219.1,,,172,82.8116961,355.91,191.39,,91.6,,,29.5,12.9381914,325.07,185.85,,364.8,,,6.4,0.91513595,2015.22,223.35,,22.58,,,3300,9.53616389,714.9,71.7,,3259,,,12,0.955,2.29,3.7,,65.12,,,2.3,5.2822347,7.82,0.76,,0.618,,,69,0.14427572,54.89,5.62,,0.735,,,bdl,112.117864,,0.54,,7.265,,,1.3,0.10175815,,<0.01,,0.482,,,7,12.1172805,7436.48,265.94,,18.83,,,0.2,2.99840446,0.07,20.28,,6.126
,,53.52,341.48,44.8,204.02,,559,,,1640.08,,377.36,101,,22.1,,,69.34,0.51,315.65,62.56,,7755.6,,,b.d.l,,5389.55,126.5,,27.6,,,3333.05,2.44,668.72,44,,3555.8,,,26.08,18.62,2.24,1.7,,262.8,,,b.d.l,,7.52,0.45,,242.7,,,1.57,,52.51,5.5,,21.4,,,b.d.l,0.17,,0.28,,36.5,,,0.79,,,0.01,,3.44,,,17.26,0.073,6978.69,153.32,,2177.4,,,1.39,,0.09,20.46,,684.8
,,786.9074371388327,344.47,34.3,227.98,,375.9,,,251.915904790073,11.26,334.1,114.92,,547.9,,,2.842377203070582,,297.67,57.14,,84.3,,,2.175731899122257,,980.29,180.82,,2598,,,3367.469814850869,16.76,738.96,48,,3556,,,5.847116679815321,6.94,2.82,3,,117,,,0.2708960176669877,,8.02,0.52,,8.279,,,61.64992002734675,,47.06,6.51,,1.084,,,0.1421148367379041,2.17,,0.25,,85.73,,,0.1088788934667513,,,<0.01,,2.514,,,26.03204859734762,1.8,6869.57,248.46,,61.67,,,1.404276727889847,0.045,0.09,23.14,,11.83
,,405.12,360.99,12.68,272.29,,188.5,,,776.18,,111.93,163.39,,40.6,,,77.97,0.79,185.03,88.6,,3440.2,,,24.25,,883.98,219.19,,267.8,,,3411.96,2.45,830.94,66,,3746.5,,,51.3,23.4,<LOD,3.1,,567.5,,,2.64,,7.56,0.85,,1841.9,,,5.39,,11.75,6.74,,78.1,,,6.29,,,0.39,,91.3,,,1.3,0.036,,0.02,,3.06,,,296.42,0.159,5928.88,310.14,,1089.5,,,50.76,0.187,0.04,23.45,,1108.1
,,99.1398776293323,361.2765,10.95,485.35,,2338.2247555,,,387.003223422491,208.7822,87.17,257.9,,293.44061581,,,28.3754425907871,0.13,130.09,313.89,,624.24282403,,,b.d.l.,0.748294,3003.98,209.9,,95.296127394,,,3497.80757738246,1.099206,1124.11,114.7,,3788.9481924,,,b.d.l.,7.393262,<LOD,4.5,,719.8438272199999,,,11.0217764443962,0.025,7.41,1.11,,171.83385078,,,20.8263322158187,0.01,10.57,6.96,,201.44127261,,,17.0141027960453,0.947231,,0.53,,527.03024686,,,19.8387496895876,0,,<0.01,,6.987200174399999,,,525.722827995947,1.219,6477.27,455.96,,1670,,,0.00970937938304375,0.707335,0.08,24.14,,1026.2669047
,,0.8,366.37,10.19,238.63,,400.5,,,4.5,25.33,90.65,125.76,,88.3,,,15.8,0.37,180.35,80.5,,1.6,,,2.4,,2295.7,196.58,,1.1,,,7600,,1121.97,50.4,,4384.6,,,11.9,12.88,<LOD,2.4,,203.4,,,0.3,,7.03,0.58,,0.1,,,48,,13.53,6.57,,<0.2,,,bdl,3.34,,0.37,,0.4,,,5.3,,,0.01,,<0.04,,,174,1.5,6882.17,191.45,,0.1,,,1.2,,0.07,26.15,,0
,,1.9,370.31,10.76,255.03,,1172,,,32,2.91,89.32,133.34,,2410,,,18.4,0.25,141.27,72.44,,2.059,,,3.8,,891.78,174.67,,1.207,,,7600,0.47,948.51,59.3,,4481,,,12.4,437.13,<LOD,2.6,,109.7,,,0.3,0.0159,6.05,0.54,,3.087,,,38,,11.54,5.69,,1.194,,,bdl,4.22,,0.35,,4.1,,,5.3,0.009,,<0.01,,0.019,,,124,0.058,3140.44,226.97,,14.32,,,0.9,0.0205,0.03,26.99,,3.412
,,b.d.l,469,10.48,290.68,,63.7,,,48.64,86,88.44,146.16,,46.9,,,3.01,10.5,172.98,76.99,,1765.4,,,b.d.l,4.2,2360.93,206.32,,162.6,,,7632.58,6.9,1257.56,58.6,,4768.9,,,b.d.l,51,<LOD,1.7,,72.8,,,b.d.l,7.49,8.87,0.61,,194.3,,,0.108,0.025,13.49,6.94,,30.7,,,b.d.l,0.5,,0.43,,46,,,2.04,0.1,,0.01,,2.64,,,1.25,2.86,5338.15,237.22,,1410.9,,,0.203,0.08,0.07,27.5,,391.9
,,2.18,469,14.32,263.77,,59.4,,,b.d.l,86,133.02,130.72,,10.3,,,b.d.l,31.7,160.48,54.16,,292.1,,,b.d.l,5.12,985.98,166.79,,12.7,,,7656.68,30.2,965.08,52,,5001.7,,,35.58,72,<LOD,1.5,,6.6,,,b.d.l,8.58,7.51,0.43,,12,,,b.d.l,0.209,13.13,5,,9.3,,,b.d.l,,,0.44,,2.4,,,1.41,,,0.01,,0.12,,,b.d.l,7,6511.48,246.86,,172.9,,,0.0188,1.05,0.09,28.19,,26.2
,,261,474.27,9.71,261.2,,6220,,,171,14.21,76.68,131.59,,975.1,,,23.7,1.11,124.82,74.04,,15.37,,,8.3,,49.12,174.49,,179.8,,,7780,0.32,1238.77,55.4,,5415,,,bdl,31.29,<LOD,2.6,,117.4,,,0.1,0.021,4.91,0.52,,81.9,,,3,,9.64,5.76,,9.479,,,bdl,,,0.35,,85.81,,,5.3,,,0.01,,0.549,,,3.7,0.142,3968.02,279.11,,58.03,,,0.4,0.0114,0.11,29.12,,13.53
,,53.5,474.96,4.53,266.68,,7429,,,15.8,51.33,44.76,136.79,,929.1,,,600,,91.8,72.46,,14.7,,,3700,,144.2,221.28,,67.97,,,7800,6.43,1572.43,56.6,,6833,,,4.5,13.69,<LOD,1.6,,179.5,,,0.8,,3.69,0.61,,61.19,,,64,,7.51,7.38,,0.2,,,1.8,,,0.28,,73.73,,,0.7,,,<0.01,,0.092,,,112,0.038,7372.88,283.72,,84.06,,,0.2,,0.03,29.33,,1.184
,,7.1,,5.27,340.12,,750,,,59,12.36,41.3,177.4,,540,,,35,0.63,82.51,93.89,,5700,,,11,,55.34,251.96,,3600,,,7800,11.6,1727.4,69.1,,6880,,,16.2,9.43,<LOD,2.9,,37.4,,,0.4,0.043,3.59,1,,36,,,44.3,,6,5.72,,1744,,,bdl,2.24,,0.49,,2.68,,,5,0.08,,0.02,,0.49,,,136,0.157,4627.02,314.59,,9200,,,1.1,0.212,0.05,29.91,,239
,,1.38,,4.67,290.1,,750,,,b.d.l,,52.17,167.76,,540,,,b.d.l,0.247,89.99,96.04,,5700,,,b.d.l,,343.69,161.33,,3600,,,7832.22,19.13,1677.18,64.8,,6880,,,38.94,17.61,<LOD,2.9,,37.4,,,b.d.l,0.035,3.13,0.69,,36,,,b.d.l,,6.12,6.5,,1744,,,b.d.l,,,0.43,,2.68,,,1.94,,,0.01,,0.49,,,0.607,0.051,4945.06,302.13,,9200,,,0.108,0.0279,0.04,30.85,,239
,,7.1,143,3.17,279.08,,453.8,,,37,480,34.94,117.15,,499.8,,,21.7,42,88.46,59.49,,9.296,,,3.3,5.3,680.2,214.08,,7.973,,,7900,10.2,970.91,51.6,,7439,,,14.9,6.6,<LOD,1.1,,158.7,,,0.4,26.3,2.92,0.62,,0.799,,,57,0.05,6.11,6.46,,0.184,,,bdl,0.25,,0.43,,127.1,,,6.1,0.05,,<0.01,,7.213,,,195,1.18,5370.72,200.38,,8.452,,,1.5,0.114,0.07,31.19,,3.102
,,1.67,144.54,1.78,265.44,,12700,,,43.39,21.79,24.37,193.86,,858,,,1.41,0.94,31.24,63.08,,1900,,,1.62,,46.05,192.29,,10.2,,,12719.63,14.74,664.71,90.7,,7970,,,17.21,6.59,<LOD,5.3,,251,,,0.01,,1.67,1.1,,5.8,,,0.15,,1.75,8.12,,229,,,0.2,3.7,,0.74,,55.4,,,3.52,,,<0.01,,7.9,,,1.24,2.6,3452.8,337.64,,1140,,,0.02,0.04,0.09,33.81,,108
,,187,145.98,2.55,266.7,,12700,,,78,34.37,19.17,174.94,,858,,,269,5.82,40.63,47.3,,1900,,,8.3,,300.81,295.61,,10.2,,,13880,1.32,666.65,63,,7970,,,2.9,45.12,<LOD,4.3,,251,,,0.7,,1.97,0.78,,5.8,,,64.5,,2.92,10,,229,,,bdl,6.85,,0.47,,55.4,,,0.9,,,0.02,,7.9,,,47.9,1.91,7151.79,271.84,,1140,,,0.2,,0.08,41.03,,108
,,62,146.63362,8.04,327.01,,12200,,,160,79.1407322,32.26,158.01,,5890,,,305,93.6270662,59.99,86.87,,2750,,,29,0.71619193,209.56,210.78,,3000,,,9390,13.9267767,529.5,71,,8150,,,4.1,0.405,<LOD,2.4,,293,,,1,0.91180577,2.55,0.87,,70,,,78.8,0.06178497,3.51,10.32,,249,,,bdl,88.3391287,,0.46,,66.4,,,1,0.00698996,,0.01,,0.51,,,76.1,4.91664716,2940.63,290.44,,3900,,,0.3,2.10489525,0.05,45.34,,169
,,2.2,147.68,115.99,666.92,,12200,,,18,48.14,982.69,431.33,,5890,,,17.7,2.59,965.02,191.08,,2750,,,5.1,,53.73,177.14,,3000,,,9400,18.84,1239.02,181,,8150,,,16.9,7.87,18.35,5.1,,293,,,0.2,,28.42,5.46,,70,,,36,,482.87,27.38,,249,,,bdl,,,2.03,,66.4,,,5.9,0.09,,0.11,,0.51,,,133,,3662.59,759.83,,3900,,,1,,1.08,103.78,,169
,,2.1,157.783733,116,625.42,,145.2,,,11,119.651283,958.22,458.23,,34.3,,,21.2,168.045447,817.08,307.34,,1526.8,,,5.3,0.40282692,28.16,254.79,,184.6,,,9500,5.37981923,1235.55,310,,8511.4,,,15.3,0.735,12.74,7.4,,130.8,,,0.3,23.8918012,26.39,3.77,,595.6,,,52,0.13247559,440.13,18.26,,310.3,,,bdl,61.5146177,,1.89,,49.4,,,6.8,0.40390738,,0.11,,2.65,,,177,35.7380869,3099.65,943.41,,2536.9,,,1.4,6.02605595,0.75,103.85,,1002.4
,,4.2,,131.39,598.99,,14880,,,29,54.43,1016.57,430.05,,491.8,,,21.1,1.71,883.81,282.66,,203.1,,,8.6,,76.6,226.39,,181.5,,,9600,,1224.64,301,,10950,,,15.5,4.18,15.33,5.2,,148.2,,,0.3,0.063,33.63,3.93,,314.8,,,49,,496.07,17.74,,0.32,,,bdl,8.81,,1.9,,407.3,,,6.6,0.048,,0.11,,24.74,,,172,1.51,4282.29,885.2,,56.52,,,1.2,0.308,0.95,106.44,,2.035
,,81,,107.35,680.29,,14560,,,91,29.41,885.92,498.06,,362.2,,,18.5,0.78,820.46,334.83,,179.3,,,9.2,,37.79,296.62,,146.2,,,9600,,1143.07,353,,11530,,,bdl,2.81,17.06,8.1,,109.8,,,0.1,0.033,22.36,4.06,,780,,,5.3,,409.5,18.66,,1.212,,,bdl,2.1,,2.22,,883.2,,,1,,,0.09,,36.03,,,8.7,0.314,3416.75,918.34,,33.97,,,1.1,0.11,0.69,108.63,,3.768
,,9,160.7482,111.26,541.07,,146,,,36,103.248,909.36,408.03,,102,,,23.8,1.474376,834.24,172.4,,727,,,3.6,0.449518,23.23,239.86,,7331,,,9700,0.37,1180.98,425,,1856,,,17.2,5.835779,16.19,8.7,,25.2,,,0.5,0.654592,23.17,3.54,,16.2,,,65,0.01,417.83,18.69,,112,,,bdl,282.0005,,2.78,,1.12,,,7.8,0.012495,,0.09,,0.83,,,226,1.616686,3087.09,824.31,,1121,,,1.7,376.5349,0.77,109.94,,109
,,b.d.l,165,111.3,590.57,,146,,,b.d.l,18.6,898.65,401.14,,102,,,4.41,10.6,831.24,186.23,,727,,,b.d.l,5.5,27.59,239.7,,7331,,,9839.98,7.6,1205.91,196,,1856,,,45.33,77,17.27,5.4,,25.2,,,b.d.l,5.33,24.34,2.48,,16.2,,,b.d.l,0.025,436,22.36,,112,,,b.d.l,0.5,,1.45,,1.12,,,28.09,0.1,,0.06,,0.83,,,0.098,0.352,3144.52,565.39,,1121,,,0.098,0.01,0.91,118.24,,109
,,31,167.44,103.61,776.97,,1775,,,140,51.5,851.85,945.54,,440.1,,,55,3.37,849.19,985.15,,20.25,,,60,,33.99,229.64,,8.881,,,10300,2.17,1118.98,352,,1870,,,12,61.65,18.14,9.5,,150.2,,,0.1,,22.25,11.77,,35.61,,,47,,395.29,35.43,,9.922,,,1.3,5.57,,3.01,,48.38,,,4.3,,,0.25,,0.901,,,145,1.67,2717.53,2675.99,,75.98,,,1.3,1.57,0.64,177.53,,20.99
,,0.88,177.78,121.25,844.27,,162.1,,,b.d.l,51.18,954.54,898.83,,883,,,b.d.l,0.47,848.71,858.46,,3621,,,b.d.l,,33.88,234.84,,42.98,,,10362.07,14.78,1083.66,363,,1879,,,43.65,2.5,14.68,9.2,,89.16,,,b.d.l,,25.64,10.41,,8.301,,,b.d.l,,424.96,39.18,,0.626,,,1.06,0.53,,3.59,,15.61,,,5.95,0.023,,0.22,,0.256,,,b.d.l,0.465,3546.34,2516.8,,32.83,,,0.0149,,0.87,184.84,,13.66
,,2.3,177.950779,103.9,788.09,,744.8,,,9.2,35.9552336,852.4,889.07,,286,,,18.7,2.40203163,765.14,880.65,,2923,,,2.4,0.21,71.4,242.19,,8581,,,10500,0.48,1012.74,377,,1909,,,23.2,15.3134699,14.25,8.6,,73.39,,,0.4,0.1073421,23.44,10.56,,143.3,,,59,0.015,392.9,37.53,,64.71,,,bdl,28.9900822,,3.38,,128.8,,,8.8,0,,0.24,,1.473,,,200,0.17556613,2711.23,2586.13,,358.7,,,1.3,48.2290658,0.6,185.02,,70.15
,,6.4,487.15,112.89,1087.16,,12.1,,,16.5,36.08,947.04,1078.72,,97.9,,,20.6,3.37,889.31,1128.79,,2639.5,,,3.4,,34.45,215.47,,23.8,,,10510,23.51,1165.56,355,,1934.7,,,26.8,7.09,13.82,9.5,,65.5,,,0.5,,25.43,13.03,,95.5,,,57.3,,455.94,47.28,,65.8,,,bdl,,,3.87,,1.1,,,8,0.046,,0.25,,0.24,,,194,,3266.96,3375.43,,1566.2,,,1.5,1.54,0.86,215.88,,97
,,35.5,489.04,107.53,1227.81,,796.3,,,20.5,978.29,904.09,1470.67,,645,,,1250,0.223,890.38,1781.72,,4185,,,700,,47.71,186.58,,420.2,,,10860,2.25,1274.22,418,,1999,,,3.2,210.82,17.06,12.1,,84.52,,,0.6,,24.26,17.41,,566.1,,,76.8,,417.05,53.11,,148.2,,,2,0.169,,4.24,,563.1,,,0.6,,,0.31,,1.564,,,35.7,,3352.27,5041.68,,703.7,,,0.1,,0.81,229.54,,233.1
,,59.3,493,116.96,1197.87,,164,,,20.6,182,953.99,1223.54,,35.4,,,226,11,880.97,1339.55,,5979,,,39,7.5,30.88,193.74,,301.4,,,10880,9.8,1161.97,387,,2001.4,,,5,18,11.66,10.4,,362.3,,,1.3,4.38,24.14,14.61,,1400.7,,,75.5,0.025,408.19,49.99,,24,,,1.8,0.5,,4.13,,77.6,,,1,0.1,,0.27,,1.81,,,100.2,2.49,3064.2,3790.9,,482,,,0.4,0.01,0.68,242.22,,747.5
,,1.35,493,90.8,1391.63,,55.9,,,191.7,182,1144.1,901.37,,19.5,,,184.7,45.8,1131.21,640.7,,1017.1,,,1949.29,14.7,98.72,271.26,,22.5,,,11407.93,34.9,284.34,445,,2012.6,,,20.03,48,17.57,8.1,,407.5,,,3.73,9.8,37.66,7.92,,1362.6,,,12.53,0,136.37,48.02,,59.4,,,3.11,11,,3.74,,72.2,,,23.46,,,0.16,,1.38,,,133.86,92,1571.65,1785.43,,1517,,,4.29,0.166,0.29,245,,1379.1
,,46.72095696396504,496.38,93.78,222.95,,408.9,,,39.31963057616586,177.13,1360.18,176.8,,1482,,,164.413037211825,,1037.8,151.53,,461.2,,,18.93107272977931,,99.19,38.91,,3384,,,11543.31709191099,2.14,307,100,,2013,,,3.775924603326021,8.93,17.69,6,,150.4,,,3.17059821083491,0.415,44.07,0.4,,16.51,,,10.67261757313511,,88.83,7.1,,1.91,,,4.469347544924297,0.91,,0.78,,60.26,,,12.04906839038657,,,0.02,,0.1,,,23.27651673424841,,1225.82,187.32,,72.91,,,2.025436626808724,2.14,0.34,1.43,,9.762
,,26.5,508.5266,79.82,84.47,,741.7,,,13,4.383323,924.59,295.22,,239.8,,,149,70.05456,952.47,279.32,,9.106,,,2.9,17.86808,105.2,67.83,,7739,,,11700,8.093614,213.21,136,,2033,,,3,20.41382,14.89,14.1,,143.4,,,0.4,1.201492,30.81,2.68,,5.062,,,72.5,0.288373,164.08,8.66,,0.609,,,1.6,10.56533,,4.32,,11.34,,,0.5,0.135586,,0.04,,0.166,,,21.3,21.80246,1463.85,189.77,,9.661,,,0.1,6.198654,0.28,2.76,,5.734
,,57.9,510,72.28,69.26,,590,,,22.9,104.05,1012.61,333.1,,428,,,320,1.98,2315.86,273.68,,140,,,79,,402.45,122.58,,218,,,12000,2.82,1543.36,57,,2038,,,5.4,32.03,67.82,8,,5.35,,,0.8,,29.24,0.19,,11.3,,,57.1,,479.54,3.57,,117,,,bdl,3.88,,1.94,,2.54,,,0.8,0.019,,<0.01,,0.34,,,62.9,0.944,1109.86,212.86,,403,,,0.3,0.624,0.12,3.48,,49.7
,,85,10.03,99.64,103.29,,,,,40.8,1.6,1369.09,433.93,,,,,245,,1936.07,360.07,,,,,780,,247.33,178.83,,,,,12240,0.588,546.48,168,,,,,3.3,1.7,28.21,13.2,,,,,0.9,,46.12,1.96,,,,,82.9,,123.54,8.83,,,,,2.9,1.67,,3.59,,,,,1,0.033,,0.04,,,,,67,0.509,1253.12,269.19,,,,,0.3,0.455,0.31,4.57,,
,,64.8,10.17,82.83,274.33,,,,,19.7,0.262,1146.77,987.39,,,,,460,,1573.4,707.3,,,,,2500,,86.46,182.18,,,,,12470,1.43,277.6,497,,,,,4.6,9.68,19.14,44,,,,,0.5,0.0125,38.44,9,,,,,60.3,0.027,127.48,27.83,,,,,bdl,1.35,,14.35,,,,,0.7,,,0.15,,,,,35.7,0.023,1341.28,492.64,,,,,0.1,0.014,0.26,7.2,,
,,243.9230470010534,10.18,88.29,301.07,,,,,689.5929726475525,121.1,1240.82,1064.5,,,,,575.1003144164329,15.6,907.53,1341.68,,,,,1270.952187508427,3.73,71.5,523.39,,,,,15165.53804496982,6.02,270.45,344,,,,,7.92517194735216,18.3,19.92,23.2,,,,,10.53247799887696,5.82,35.82,4.64,,,,,177.7068410524536,0.025,100.72,24.45,,,,,15.25468001223421,0.5,,8.12,,,,,170.7925275625317,0.1,,0.08,,,,,373.7151796813071,2.4,1219.7,837.87,,,,,3.743697902414164,0.01,0.29,15.01,,
,,93,530.05,92.78,216.08,,,,,89,7.77,1046.34,818.82,,,,,19,,1758.95,726.99,,,,,22.1,,289.38,215.08,,,,,15700,,1800.09,241,,,,,bdl,538.48,68.04,14.9,,,,,0.1,,34.16,1.95,,,,,9.7,,576.6,15.18,,,,,bdl,5.99,,3.47,,,,,0.9,,,<0.01,,,,,9.9,0.145,1382.43,730.42,,,,,1.4,0.101,0.24,15.49,,
,,148.47,537.33,90.81,374.25,,,,,364.39,80.83,1138.19,1302.72,,,,,12.2,,1675.52,1623.17,,,,,b.d.l,,194.26,393.21,,,,,17862.86,35.04,1719.66,231,,,,,b.d.l,8.29,51.47,16.2,,,,,b.d.l,0.031,36.83,2.06,,,,,0.146,,466.56,21.84,,,,,b.d.l,3.09,,5.56,,,,,22.88,0.033,,0.03,,,,,2.99,,1264.43,1017.66,,,,,0.302,0.434,0.26,19.32,,
,,27.22,543.18,81.01,68.09,,,,,124.84,62.93,882.72,162.03,,,,,9.18,,772.51,130.5,,,,,2.23,,104.13,77.14,,,,,17956.54,3.99,195.33,604.5,,,,,41.12,20.83,14.66,7.2,,,,,0.07,,29.55,0.83,,,,,1.24,,161.53,4.2,,,,,3.16,4.37,,0.98,,,,,37.16,,,0.03,,,,,9.75,0.742,1428.44,229.21,,,,,0.21,,0.24,1.68,,
,,2.01,548.86,90.06,83.64,,,,,b.d.l,,1074.93,166.07,,,,,28.11,,1946.22,139.55,,,,,b.d.l,,334.62,84.79,,,,,18358.96,1.72,1643.34,638.8,,,,,19.12,25.49,51.77,7.1,,,,,b.d.l,0.101,35.56,0.84,,,,,0.262,,545.03,5.08,,,,,b.d.l,4.23,,0.74,,,,,45.26,0.054,,0.04,,,,,1.91,0.322,1528.28,247.66,,,,,0.188,1.121,0.31,2.07,,
,,124.582836399887,594.62,90.48,65.46,,,,,229.094506651451,60.56,1238.73,194.61,,,,,591.181972064729,0.85,1281.13,138,,,,,8.07073862927451,,69.13,87.84,,,,,18644.4145260523,,262.78,674.4,,,,,8.56243915572585,6.98,18.85,7.1,,,,,262.989076000128,,37.25,1.01,,,,,82.2213761317158,,88.96,4.74,,,,,164.609724725296,4.84,,1.17,,,,,1433.0040638491,0.035,,0.04,,,,,381.211783107525,0.391,1186.58,301.49,,,,,b.d.l.,0.249,0.24,2.22,,
,,124.582836399887,618.1912,93.68,104.41,,,,,229.094506651451,57.77867,1344.83,167.29,,,,,591.181972064729,0.225,1020.84,182.1,,,,,8.07073862927451,0.315,111.03,71.83,,,,,18644.4145260523,3.264871,340.17,831.2,,,,,8.56243915572585,1.565,18.02,2.4,,,,,262.989076000128,0.02,42.85,0.79,,,,,82.2213761317158,0.02,114.47,7.58,,,,,164.609724725296,37.78485,,1.13,,,,,1433.0040638491,0.005,,0.02,,,,,381.211783107525,0.059691,1288.29,338.95,,,,,b.d.l.,0.012298,0.31,3.23,,
,,75,654.27,96.31,122.21,,,,,59,2.74,1434.36,116.18,,,,,43.6,0.72,1139.43,236.59,,,,,8.3,,145.53,167.45,,,,,19600,2.91,513.94,745.2,,,,,bdl,470.45,20.82,15.9,,,,,0.3,,46.91,0.59,,,,,19.1,0.041,117.27,5.95,,,,,bdl,,,0.63,,,,,13.8,,,0.07,,,,,57.6,3.28,1355.51,196.79,,,,,2.7,1.68,0.29,3.33,,
,,16.3,697.7776,86.3,115.04,,,,,15.7,14.18916,1089.86,123.7,,,,,110,5.582955,1397.07,130.19,,,,,28,0.537945,482.23,174.17,,,,,19720,4.173413,1539.04,672.3,,,,,bdl,1.445,48.04,2.7,,,,,0.7,0.270271,39.19,0.6,,,,,73,0.118477,578.06,4.62,,,,,bdl,19.68657,,0.27,,,,,14.6,0.049291,,0.02,,,,,6.3,28.58672,1514.91,230.03,,,,,0.5,6.606834,0.23,4.34,,
,,229.2,706.9331,90.2,155.48,,,,,543.33,18.2809,1343.96,177.22,,,,,5.92,5.148246,1750.02,239.58,,,,,1.7,13.21764,178.01,77.74,,,,,19942.31,4.127641,323.75,925.1,,,,,27.67,0.915,23.51,2.4,,,,,0.04,0.418799,45.91,0.9,,,,,0.71,0.12165,125.41,11.4,,,,,3.48,13.69048,,1.56,,,,,17.24,0.035827,,0.03,,,,,4.64,23.54996,1447.19,421,,,,,0.1,11.32475,0.34,4.67,,
,,572.26,725.4581,92.52,129.4,,,,,1623.65,1.328601,1301.28,132.52,,,,,b.d.l,3.897149,962.48,161.31,,,,,b.d.l,6.163081,65.03,267.19,,,,,b.d.l,99.837,275.17,529,,,,,38,7.729673,18.8,4.3,,,,,0.246,0.843996,37.19,0.4,,,,,0.172,0.994273,86.67,6.39,,,,,0.9,161.6892,,0.42,,,,,0.036,0.610055,,0.12,,,,,117.25,33.89338,1115.29,260.63,,,,,0.8,5.237377,0.29,5.78,,
,,6.1,756.614647,91.12,156.17,,,,,4.1,612.270447,1039.88,153.42,,,,,14.7,11.6575425,1003.58,168.88,,,,,39.7,1.32422221,95.26,231.98,,,,,bdl,2.40528066,231.56,366.9,,,,,15.4,1.13,17.68,3,,,,,0.2,1.09368265,35,0.62,,,,,50.8,0.09624995,160.3,5.49,,,,,bdl,9.86536781,,0.91,,,,,0.1,0.01953095,,0.03,,,,,51,8.9287751,1538.04,251.34,,,,,0.1,1.28587253,0.22,6.82,,
,,187,759.68,89.25,340.22,,,,,78,900.21,1103.73,374.79,,,,,269,,1009.82,233.89,,,,,8.3,,136.08,131.98,,,,,13880,3.29,322.69,382.2,,,,,2.8,206.18,17.69,4.4,,,,,0.7,,36.98,0.84,,,,,64.5,0.019,171.05,12.01,,,,,bdl,0.181,,1.1,,,,,0.9,,,<0.01,,,,,47.9,,1523.66,440.69,,,,,0.2,,0.31,12.76,,
,,70.46,832.63,193.88,177.17,,,,,173.2,58.41,4231.54,57.45,,,,,3.14,6.06,1622.5,69.96,,,,,2,,221.45,173.03,,,,,13965.71,14.82,2651.35,165.5,,,,,28.15,8.6,75.33,3.1,,,,,0.07,,298.18,0.49,,,,,0.38,,884.9,1.7,,,,,0.78,6.6,,0.71,,,,,5.84,,,<0.01,,,,,4.45,,2244.06,102.1,,,,,0.23,1.211,5.59,16.02,,
