,Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
2480,Sedimentary pyrite,37.85,450.83,123.91,527.1,135.14,52.62,9.480694980694981,24.59,4.81,0.070206718,55.18,1.12
2481,Sedimentary pyrite,53.51,618.3,360.56,549.12,74.25,81.5,4.73,5.36,1.2753146853146853,0.13,130.44,1.25
2482,Sedimentary pyrite,5.39,157.9,406.38,189.93,1954.27,108.9,12.67,22.66,1.2753146853146853,0.070206718,19.56,1.28
2483,Sedimentary pyrite,6.65,114.72,293.95,712.05,207.74,34,5.48,44.26,1.2753146853146853,0.070206718,31.01,1.4
2484,Sedimentary pyrite,8.21,210.5,848.04,1099.03,538.8,162.15,13.62,186.36,4.73,0.070206718,41.8,1.45
2485,Sedimentary pyrite,48.13,482.23,883.65,506.49,99.35,219.94,8.11,21.6,1.2753146853146853,0.070206718,156.11,1.69
2486,Sedimentary pyrite,39.72,559.68,437.52,391.63,466.03,255.12,7.12,96.1,1.2753146853146853,0.070206718,30.82,1.79
2487,Sedimentary pyrite,36.9,632.01,216.85,452.88,289.21,9,2.84,68.02,1.2753146853146853,0.070206718,49.22,1.82
2488,Sedimentary pyrite,35.7,477.93,292.21,431.2,362.93,21,6.16,93.05,1.2753146853146853,0.49,24.1,1.87
2489,Sedimentary pyrite,80.81,465.81,264.79,371.82,541.39,309.57,5.55,63.07,5.84,0.070206718,126.11,1.91
2490,Sedimentary pyrite,7.09,75.32,479.03,551.48,289,49,14.42,123.63,1.2753146853146853,0.070206718,15.17,2
2491,Sedimentary pyrite,36.47,685.31,328.91,649.66,141.9,95.9,6.17,9.39,1.2753146853146853,0.070206718,36.88,2.06
2492,Sedimentary pyrite,6.68,204.49,472.08,705.98,125,62.3,7.93,22.34,1.2753146853146853,0.070206718,27.91,2.21
2493,Sedimentary pyrite,21.88,172.9,583.94,1054.9,93.1,51,7.72,57.72,1.2753146853146853,0.71,109.13,2.22
2494,Sedimentary pyrite,123.15,730.43,514.68,1000.47,497.5,436.8,6.51,34.84,1.2753146853146853,0.070206718,62.2,2.26
2495,Sedimentary pyrite,194.44,763.34,477.74,718.41,320.6,355.4,6.51,49.9,1.2753146853146853,0.070206718,76.31,2.33
2496,Sedimentary pyrite,14.16,383.93,573.7,852.59,289,135.1,11.27,113.5,5.15,0.070206718,56.03,2.38
2497,Sedimentary pyrite,36.93,547.46,495.27,866.28,559.3,70.7,8.55,169.81,8.59,0.070206718,72.04,2.63
2498,Sedimentary pyrite,177.64,699.45,316.52,857.38,363.7,345.5,7.14,32.89,1.2753146853146853,0.070206718,114.61,2.73
2499,Sedimentary pyrite,118.84,661.37,1411.9,319.79,226.7,330,29.69,31.92,1.2753146853146853,0.070206718,70.95,2.76
2500,Sedimentary pyrite,290.52,1020.55,602.22,486.7,387.9,191.4,2.07,92.85,1.2753146853146853,0.070206718,134.09,2.83
2501,Sedimentary pyrite,37.5,509.75,840.58,551.01,175.1,116.1,10.21,10.79,2.46,0.070206718,125.53,2.84
2502,Sedimentary pyrite,93.13,976.32,565.79,1070.62,189.2,43,6.8,61.66,1.2753146853146853,0.070206718,98.86,2.85
2503,Sedimentary pyrite,62.9,272.38,501.2,1555.58,592.2,170,9.480694980694981,11.6,1.2753146853146853,0.070206718,55.9,33.56
2504,Sedimentary pyrite,192.78,423.27,78.45,1.9,650.9,1.3,0.79,33.95,1.2753146853146853,0.01,70.72,0.01
2505,Sedimentary pyrite,60.48,541.14,132.01,1.43,739.1,0.7,1.44,39.15,1.2753146853146853,0.070206718,112.29,0.02
2506,Sedimentary pyrite,1000.45,1342.95,183.47,1.98,139,11,2.24,6.22,1.2753146853146853,0.04,308.27,0.03
2507,Sedimentary pyrite,198.62,1021.34,259.26,12.88,368.6,14,4.67,41.71,0.07,0.06,690.36,0.04
2508,Sedimentary pyrite,317.31,795.91,184.1,1.58,436.4,2,1.45,20.93,1.2753146853146853,0.070206718,345.88,0.05
2509,Sedimentary pyrite,165.4,1053.98,274.72,11.55,265.1,8.9,5.32,33.19,1.2753146853146853,0.06,644.55,0.06
2510,Sedimentary pyrite,330.01,500.81,117.45,3.06,138.7,5.8,1.06,5.99,1.2753146853146853,0.02,273.52,0.06
2511,Sedimentary pyrite,1073.64,1251.01,121.67,0.08,177.3,12,1.76,6.92,1.2753146853146853,0.05,297.76,0.1
2512,Sedimentary pyrite,556.94,768.88,154.36,5.42,280.8,10.2,1.16,12.02,1.2753146853146853,0.03,693.25,0.17
2513,Sedimentary pyrite,343.96,642.86,131.74,6.14,364,11.3,3.58,5.31,0.19,0.05,582.79,0.17
2514,Sedimentary pyrite,94.89,235.49,77.91,9.5,541.1,2.3,1.12,8.76,1.2753146853146853,0.01,202.52,0.35
2515,Sedimentary pyrite,217.81,465.04,118.72,111.99,225.4,2.2,1.76,11.4,1.2753146853146853,0.070206718,235.97,0.72
2516,Sedimentary pyrite,735.74,689.93,125.72,83.43,1108.1,30.5,2.1,79.11,0.49,0.03,315.63,0.8
2517,Sedimentary pyrite,111.31,240.64,121.59,17.27,374.4,3.5,0.84,13.48,0.28,0.01,221.65,0.89
2518,Sedimentary pyrite,27.44,114.78,22.1,12.61,563.6,119.64705223880597,1.59,0.69,1.2753146853146853,0.070206718,71.58,1.08
2519,Sedimentary pyrite,45.11,61,6.14,40.08,366.4,4.2,0.22,1.29,0.28,0.070206718,46.57,1.32
2520,Sedimentary pyrite,298.72,852.45,192.71,42.94,357.8,11.7,2.05,28.94,0.15,0.03,667.86,1.37
2521,Sedimentary pyrite,63,62.04,19.59,200.75,208,3.9,0.18,1.24,0.23,0.070206718,44.38,1.47
2522,Sedimentary pyrite,47.61,418.25,154.17,169.04,143.7,119.64705223880597,13.25,2.01,1.2753146853146853,0.03,245.6,2.02
2523,Sedimentary pyrite,54.42,96.47,101.53,30.24,802.4,21.5,1.94,36.81,0.38,0.03,206.11,2.17
2524,Sedimentary pyrite,241.97,714.51,129.4,14.55,378.2,5,4.11,20.99,0.56,0.07,374.03,2.65
2525,Sedimentary pyrite,174.67,3295.39,896.09,17.36,498,12.3,82.66,15.53,1.39,0.16,748.9,4.33
2526,Sedimentary pyrite,71.28,220.4,69.49,2.23,89,0.8,1.3,11,0.06,0.070206718,69.93,0.01
2527,Sedimentary pyrite,180.8,333.55,111.14,2.5,85,2,2.21,14,1.2753146853146853,0.070206718,118.05,0.01
2528,Sedimentary pyrite,164.47,362,63.83,1.88,263,1.8,2.81,24.96,1.2753146853146853,0.02,183.55,0.02
2529,Sedimentary pyrite,550.35,942.2,121.16,3.58,199,3.5,3.68,30.09,1.2753146853146853,0.03,284.15,0.06
2530,Sedimentary pyrite,180.5,971.13,108.04,72.39,95,3.8,5.82,26.67,0.58,0.03,305.91,1.18
2531,Sedimentary pyrite,477.08,1167.44,231.66,39.78,274,6.8,9.04,40.66,3.01,0.13,760.21,3.71
2532,Sedimentary pyrite,443.56,1907.9,449.32,26.47,283,6,15.27,34.92,3.26,0.21,1474.27,8.27
2533,Sedimentary pyrite,3.01,6.34,50.03,53.47,90,2.3,0.23,10.52,1.2753146853146853,0.070206718,23.96,0.52
2534,Sedimentary pyrite,15.02,110.16,1355.39,262.33,728,57.9,9.12,39.79,11.36,0.56,668.32,1.82
2535,Sedimentary pyrite,74.05,62.34,78.07,76.82,1225,2.7,0.19,5.6,0.13,0.01,64.65,1.86
2536,Sedimentary pyrite,91.04,60.92,74.73,82.9,1249,2.7,0.19,4.82,0.14,0,68.14,1.9
2537,Sedimentary pyrite,117.52,50.85,72.66,73.27,1271,2.6,0.21,3.64,0.15,0.070206718,64.98,1.92
2538,Sedimentary pyrite,12.36,21.87,223.35,64.83,91,32.7,0.47,5.13,1.2753146853146853,0.02,248.35,1.99
2539,Sedimentary pyrite,24.1,168.15,1436.82,167.18,1434,85.4,11.6,146.8,27.31,0.43,434.65,2.12
2540,Sedimentary pyrite,9.46,81.26,134.26,386.69,229,19.3,0.41,34.23,0.29,0.04,105.41,3.39
2541,Sedimentary pyrite,17.81,62.98,476.91,89.32,79,75,1.72,6.88,0.35,0.02,216.16,3.72
2542,Sedimentary pyrite,39.09,54.49,118.93,154.59,104,40.6,1.03,7.98,0.76,0.04,168.15,4.48
2543,Sedimentary pyrite,56.44,128.18,581.84,237.76,503,34.6,5.67,24.31,4.54,0.4,971.39,4.72
2544,Sedimentary pyrite,49.88,78.25,327.2,171.07,445,26.7,3.39,20.3,1.92,0.12,960.98,4.79
2545,Sedimentary pyrite,37.15,73.56,339.38,190.16,352,27.2,3.22,18.99,2.7,0.35,978.64,4.92
2546,Sedimentary pyrite,29.75,35.49,180.01,153.73,221,40.6,1.79,65.13,0.67,0.070206718,287.24,5.06
2547,Sedimentary pyrite,56.45,89.31,366.68,201.28,462,26,5.15,16.14,2.25,0.28,1109.75,5.13
2548,Sedimentary pyrite,27.12,132.52,1349.55,218.92,1256.8,101.2,14.83,150.66,28.59,0.25,929.47,5.13
2549,Sedimentary pyrite,59.86,76.27,290.38,234.55,427.1,31.8,1.22,6.98,1.02,0.070206718,455.32,6.67
2550,Sedimentary pyrite,75.94,95.69,281.13,267.58,670.6,31.8,1.56,14.32,1.75,0.05,742.2,7.55
2551,Sedimentary pyrite,62.09,608.55,262.7036529126214,3.15,447.6,1.4,9.480694980694981,50.33,1.2753146853146853,0.070206718,28.77,6.713445491251683
2552,Sedimentary pyrite,75.77,807.99,0.79,3.09,550.2,1,0,57.61,1.2753146853146853,0.070206718,53.63,6.713445491251683
2553,Sedimentary pyrite,67.19,585.67,1.95,1.84,517.5,1.1,0.01,50.23,1.2753146853146853,0.070206718,66.61,6.713445491251683
2554,Sedimentary pyrite,48.01,695.79,0.89,2.2,433.1,1.4,9.480694980694981,41.63,1.2753146853146853,0.070206718,73.46,6.713445491251683
2555,Sedimentary pyrite,82.04,778.58,0.81,1.75,487.1,1.4,0.01,55.01,1.2753146853146853,0.070206718,81.62,6.713445491251683
2556,Sedimentary pyrite,85.74,963.55,2.07,3.14,645.6,1.4,0.01,63.48,1.2753146853146853,0.070206718,92.77,6.713445491251683
2557,Sedimentary pyrite,66.52,758.81,262.7036529126214,1.54,573.5,1.6,0.01,55.89,1.2753146853146853,0.070206718,107.84,6.713445491251683
2558,Sedimentary pyrite,66.21,851.59,5.42,2.66,570.2,2.3,0.02,52.51,0.05,0.070206718,157.6,6.713445491251683
2559,Sedimentary pyrite,114.89,1324.54,2.49,3.6,734.1,1.9,0.01,63.68,1.2753146853146853,0.070206718,174.61,6.713445491251683
2560,Sedimentary pyrite,103.21,997.82,3.65,1.95,509.1,1.9,0.01,54.87,1.2753146853146853,0.070206718,202.08,6.713445491251683
2561,Sedimentary pyrite,94.88,1071.29,5.69,2.35,792.1,3.4,0.04,70.39,1.2753146853146853,0.070206718,212.73,6.713445491251683
2562,Sedimentary pyrite,113.34,1453.26,13.5,2.47,619.1,2.3,0.04,64.71,1.2753146853146853,0.070206718,331.93,6.713445491251683
2563,Sedimentary pyrite,110.89,1175.13,14.3,3.23,634,3,0.05,64.82,1.2753146853146853,0.01,234.38,0.01
2564,Sedimentary pyrite,106.19,1018.65,4.56,2.55,515.2,1.4,0.03,61.62,1.2753146853146853,0.070206718,159.17,0.01
2565,Sedimentary pyrite,95.94,1098.86,5.18,2.21,609.7,1.8,0.02,63.16,1.2753146853146853,0.070206718,126.79,0.01
2566,Sedimentary pyrite,73.86,731.5,262.7036529126214,0.84,461.8,1.6,9.480694980694981,50.31,1.2753146853146853,0.070206718,75.06,0.02
2567,Sedimentary pyrite,104.32,31.41,5.2,12.27,2665,2.8,0.02,4.32,0.11,0.070206718,1.94,0.03
2568,Sedimentary pyrite,215.36,127.39,3.72,6.48,2054.6,2.9,0.02,6.81,0.08,0,10.06,0.04
2569,Sedimentary pyrite,214.57,80.56,6.29,11.73,2558.1,2.7,9.480694980694981,10.05,0.07,0.01,11.97,0.04
2570,Sedimentary pyrite,324.22,268.13,6.79,5.73,2231.7,4.2,0.03,10.24,0.11,0.01,12.15,0.04
2571,Sedimentary pyrite,205.06,63.22,6.54,3.69,1696,2.5,0.02,9.07,1.2753146853146853,0.01,5.75,0.05
2572,Sedimentary pyrite,224.07,68.33,7.13,3.66,1752,3.1,0.03,9.23,0.11,0.01,6.76,0.06
2573,Sedimentary pyrite,240.3,172.62,10.15,11.06,1642,3.2,0.03,9.43,0.1,0.01,14,0.07
2574,Sedimentary pyrite,40.93,24.57,3.98,4.8,1704,1,0.02,2.34,1.2753146853146853,0.070206718,4.16,0.07
2575,Sedimentary pyrite,95.8,31.15,5.37,5.42,2676,2.4,0.03,4.92,0.1,0.070206718,7.28,0.08
2576,Sedimentary pyrite,52.62,40.8,16.35,8.42,2266,3.5,9.480694980694981,4.86,0.09,0.01,12.53,0.08
2577,Sedimentary pyrite,160.7,69.42,11.28,14.54,1707,1.7,0.02,14.08,0.13,0.01,35.22,0.1
2578,Sedimentary pyrite,156.58,41.62,9.84,4.13,2155,3.4,0.02,7.77,1.2753146853146853,0.070206718,7.3,0.1
2579,Sedimentary pyrite,123.1,44.78,27.63,4.7,2686,3.1,0.05,8.11,0.19,0.01,13.59,0.14
2580,Sedimentary pyrite,0.29,5.37,20.95,1.06,210,9.3,9.480694980694981,0.35,1.2753146853146853,0.070206718,10.94,0
2581,Sedimentary pyrite,130.9,407.7,44.28,6.42,63,5.7,0.03,2.35,1.2753146853146853,0,35.2,0
2582,Sedimentary pyrite,0.06,1.13,2.57,0.36,63,4.3,9.480694980694981,11.6,1.2753146853146853,0.070206718,1.6,6.713445491251683
2583,Sedimentary pyrite,7.81,31.53,1.89,3.41,199,8.6,0.05,1.48,1.2753146853146853,0.070206718,11.36,6.713445491251683
2584,Sedimentary pyrite,4.8,17.54,17.87,0.73,291,17.5,0.07,2.12,1.2753146853146853,0.070206718,12.22,6.713445491251683
2585,Sedimentary pyrite,7.74,20.21,30.05,1.96,518,23.4,0.06,2,0.18,0.070206718,13.6,6.713445491251683
2586,Sedimentary pyrite,5.25,19.94,21.34,1.99,288,17.6,0.11,2.37,1.2753146853146853,0.070206718,14.1,6.713445491251683
2587,Sedimentary pyrite,9.41,33.12,21.45,4.2,188,11.7,0.11,1.96,1.2753146853146853,0.070206718,14.12,6.713445491251683
2588,Sedimentary pyrite,10.54,38.29,2.4,3.71,212,15.2,0.12,1.8,0.2,0.070206718,14.14,6.713445491251683
2589,Sedimentary pyrite,10.9,35.13,5.7,4.14,180,10.2,0.16,1.99,1.2753146853146853,0.070206718,14.35,6.713445491251683
2590,Sedimentary pyrite,13.75,82.68,54.94,1.33,442,29.6,0.08,2.27,1.2753146853146853,0.070206718,15.21,6.713445491251683
2591,Sedimentary pyrite,5.22,19.78,29.56,2.37,291,30.6,0.15,2.62,0.26,0.03,18.5,6.713445491251683
2592,Sedimentary pyrite,5.19,45.88,23.83,1.43,237,11.4,9.480694980694981,1.09,1.2753146853146853,0.070206718,20.64,6.713445491251683
2593,Sedimentary pyrite,72.64,258.34,35.3,4.09,139,4.3,9.480694980694981,2.46,1.2753146853146853,0.070206718,21.23,6.713445491251683
2594,Sedimentary pyrite,125.52,351.89,43.55,7.06,56.9,4.9,9.480694980694981,2.13,1.2753146853146853,0.070206718,27.11,6.713445491251683
2595,Sedimentary pyrite,125.27,424.12,48.41,5.27,71.7,7.4,9.480694980694981,2.42,1.2753146853146853,0.070206718,30.29,6.713445491251683
2596,Sedimentary pyrite,106.49,339.96,44.46,4.59,58.3,5.3,9.480694980694981,2.21,1.2753146853146853,0.070206718,31.06,6.713445491251683
2597,Sedimentary pyrite,139.18,410.63,44.88,4.81,63,5.6,0.02,2.48,1.2753146853146853,0.01,32.46,6.713445491251683
2598,Sedimentary pyrite,93.14,308.69,40.82,5.13,129.8,4.7,9.480694980694981,2.46,1.2753146853146853,0.070206718,33.3,6.713445491251683
2599,Sedimentary pyrite,13.11,125.26,68.69,3.27,366.1,4.1,9.480694980694981,2.21,1.2753146853146853,0.070206718,36.81,6.713445491251683
2600,Sedimentary pyrite,82.27,296.37,41.09,4.22,102.1,6.6,9.480694980694981,2.28,1.2753146853146853,0.070206718,37.43,6.713445491251683
2601,Sedimentary pyrite,23.33,150.76,56.43,1.6,258.8,3.1,9.480694980694981,2,1.2753146853146853,0,41.75,6.713445491251683
2602,Sedimentary pyrite,10.62,123.59,55.2,0.95,349.7,4.9,9.480694980694981,2.33,1.2753146853146853,0.070206718,45.28,6.713445491251683
2603,Sedimentary pyrite,21.95,156.75,45.85,3.22,258.1,4.2,9.480694980694981,1.94,1.2753146853146853,0.070206718,45.51,6.713445491251683
2604,Sedimentary pyrite,10.76,132.17,75.96,2.8,368.2,7.2,9.480694980694981,2.39,1.2753146853146853,0.070206718,46.09,6.713445491251683
2605,Sedimentary pyrite,88.7,290.41,106.58,4.68,175.8,5.8,0.04,2.32,1.2753146853146853,0.070206718,49,6.713445491251683
2606,Sedimentary pyrite,11.92,121.15,71.2,2.66,413.3,5.3,9.480694980694981,2.53,1.2753146853146853,0.070206718,52.97,6.713445491251683
2607,Sedimentary pyrite,9.68,114.74,40.43,2.26,378.4,4.9,9.480694980694981,2.86,1.2753146853146853,0,57.32,6.713445491251683
2608,Sedimentary pyrite,105.16,352.07,126.16,2.35,190.9,6.8,0.05,2.97,1.2753146853146853,0.070206718,61.83,6.713445491251683
2609,Sedimentary pyrite,11.25,159.78,47.53,0.23,601.9,10.3,9.480694980694981,4.25,1.2753146853146853,0.070206718,71.46,6.713445491251683
2610,Sedimentary pyrite,9.91,122.16,52.55,9.68,460.9,6.6,9.480694980694981,3.09,1.2753146853146853,0.070206718,55.42,0.01
2611,Sedimentary pyrite,7.53,74.9,37.9,0.42,462.3,4.7,9.480694980694981,3.17,1.2753146853146853,0.070206718,41.67,0.02
2612,Sedimentary pyrite,19.79,94.63,47.63,2.7,288.3,19.5,0.07,1.62,1.2753146853146853,0.070206718,11.42,0.05
2613,Sedimentary pyrite,7.45,23.51,25.3,5.24,233.8,24.5,0.12,2.45,1.2753146853146853,0.070206718,19.01,0.06
2614,Sedimentary pyrite,10.23,46.95,44.76,3.03,488.9,36.6,0.14,3.16,0.22,0.070206718,18.95,0.06
2615,Sedimentary pyrite,12.06,38.08,23.25,2.48,191.5,12.5,0.25,2.62,1.2753146853146853,0.070206718,19.38,0.06
2616,Sedimentary pyrite,8.84,27,33.17,4.7,239.9,24.6,0.2,2.65,1.2753146853146853,0.070206718,18.59,0.07
2617,Sedimentary pyrite,488.74,3246.13,91.95,4.13,6832,5,21.65,16.15,0.03,0.07,44.92,0
2618,Sedimentary pyrite,530.83,4030.69,117.82,3.48,8964,5.9,22.12,23.25,0.03,0.08,74.73,6.713445491251683
2619,Sedimentary pyrite,513.7,3438.74,113.97,3.9,8054,6.8,18.46,19.76,1.2753146853146853,0.09,121.77,6.713445491251683
2620,Sedimentary pyrite,497.79,4191.32,124.21,3.81,9656,5.5,26.68,24.78,0.04,0.06,45.47,0.01
2621,Sedimentary pyrite,404.37,3868.22,104.17,3.94,8293,4.7,17.28,21.88,0.05,0.04,31.83,0.01
2622,Sedimentary pyrite,613.5,4747.81,111.1,4.49,8203,5.8,20.94,33.94,0.03,0.08,82.07,0.01
2623,Sedimentary pyrite,663.9,4328.12,120.18,4.13,8007,6.8,20.66,29.74,1.2753146853146853,0.08,97.77,0.01
2624,Sedimentary pyrite,606.54,4874.06,112.06,3.69,8466,6.8,22.76,32.53,0.05,0.09,76.48,0.01
2625,Sedimentary pyrite,760.19,4410.8,122.44,7.11,8315,6.9,18.56,33.73,1.2753146853146853,0.08,152.03,0.01
2626,Sedimentary pyrite,548.31,3513.27,98.61,3.35,9072,6,19.38,19.96,0.05,0.08,82.17,0.01
2627,Sedimentary pyrite,611.65,4728.08,148.61,3.54,8057,6.9,26.32,29.45,0.04,0.07,76.14,0.02
2628,Sedimentary pyrite,783.93,4808.27,109.67,3.77,8186,8.1,20.79,30.47,0.06,0.11,133.38,0.02
2629,Sedimentary pyrite,631.66,3456.99,109.45,7.83,6811,9.7,15.57,23.92,0.05,0.09,198.63,0.02
2630,Sedimentary pyrite,752.06,5095.08,162.62,4.36,8935,9,29.21,38.05,0.04,0.12,150.54,0.02
2631,Sedimentary pyrite,719.88,3726.04,112.99,2.92,9400,11.5,17.93,35.71,0.04,0.11,203.49,0.03
2632,Sedimentary pyrite,816.53,4257.98,114.31,6.02,9828,13.3,15.24,44.54,0.05,0.09,243.6,0.03
2633,Sedimentary pyrite,1173.78,5364.21,171.6,4.55,8812,15.6,21.4,47.26,0.08,0.15,379.6,0.04
2634,Sedimentary pyrite,985.04,5212.44,134.68,4.67,8533,9.3,22.57,45.44,0.05,0.14,217.75,0.04
2635,Sedimentary pyrite,2858.8,8577.44,280.29,5.66,16484.4,72.9,9.47,151.15,0.18,0.09,821.08,0.04
2636,Sedimentary pyrite,2408.8,7510.92,248.32,5.65,14713.2,63.8,9.41,133.82,0.15,0.08,808.68,0.05
2637,Sedimentary pyrite,961.55,5657.83,106.94,5.41,17849.6,17.2,10.01,69.11,0.05,0.07,226.96,0.06
2638,Sedimentary pyrite,178.37,384.53,130.51,217.70610024449877,215.2,31.1,2.21,6.62,4.38,0.02,524.11,1.53
2639,Sedimentary pyrite,210.88,397.34,105.58,18.08,268.4,32.7,1.19,5.5,4.63,0.02,396.73,1.55
2640,Sedimentary pyrite,205.21,403.27,102.7,217.70610024449877,302.5,39.9,1.24,7.98,5.28,0.03,491.49,1.86
2641,Sedimentary pyrite,205.3,406.07,76.97,12.6,245.2,28.7,0.95,6.66,4.73,0.01,415.34,1.95
2642,Sedimentary pyrite,224.25,453.63,111.82,11.89,286.4,32,1.48,6.49,5.35,0.02,446.52,2.04
2643,Sedimentary pyrite,200.26,403.05,80.67,19.72,215,27.7,0.84,6.49,4.33,0.01,423.83,2.07
2644,Sedimentary pyrite,242.61,480.08,104.42,25.97,264.1,31.1,1.44,9.77,5.86,0.02,516.55,2.29
2645,Sedimentary pyrite,313.43,600.88,289.82,2.68,5902.5,47.1,3.23,6.92,5.55,0.05,763.99,3.97
2646,Sedimentary pyrite,321.93,630.23,294.01,217.70610024449877,5447.2,50.5,2.92,7.93,6.17,0.04,855.71,4.58
2647,Sedimentary pyrite,427.22,837.51,360.79,217.70610024449877,5685.7,60,2.68,7.95,7.18,0.03,917.99,6.32
2648,Sedimentary pyrite,294.49,535.83,257.84,44.34,2804.3,45,1.47,5.61,5.1,0.02,736.57,7.77
2649,Sedimentary pyrite,385.5,771.43,418.86,62.26,3285.2,60.1,1.54,5.97,5.36,0.02,880.61,7.87
2650,Sedimentary pyrite,342.87,543.78,192.47,68.06,2475.8,45.2,2.86,8.49,9.19,0.04,674.37,10.34
2651,Sedimentary pyrite,391.02,779.07,446.11,34.35,5426.8,61.9,4.33,9.01,7.94,0.08,1232.75,12.22
2652,Sedimentary pyrite,366.78,656.2,274.49,54.88,2485.6,62.7,2.29,11.84,9.84,0.02,963.57,15.69
2653,Sedimentary pyrite,335.88,739.43,279.08,80.26,2640,63.6,2.87,7.23,7.89,0.03,741.62,15.81
2654,Sedimentary pyrite,94.79,132.25,0.46,2.2,91,14.2,9.480694980694981,4.92,0.54,0.070206718,10.76,6.713445491251683
2655,Sedimentary pyrite,0.26,6.43,0.47,3.02,29,6.6,9.480694980694981,2.97,0.19,0.070206718,11.63,6.713445491251683
2656,Sedimentary pyrite,532.32,533.38,2.75,5.73,150,33.6,0.04,21.26,0.53,0.070206718,51.88,6.713445491251683
2657,Sedimentary pyrite,6.6,16.72,0.2,0.71,63,1.5,9.480694980694981,0.19,0.26,0.070206718,2.36,0.01
2658,Sedimentary pyrite,40.78,66.68,0.2,1.16,159,2.7,9.480694980694981,1.27,0.33,0.070206718,8.93,0.01
2659,Sedimentary pyrite,44.39,169.54,0.48,1.74,243,4.3,9.480694980694981,2.48,0.37,0.070206718,17.37,0.01
2660,Sedimentary pyrite,27.38,26.4,0.21,1.64,102,2.4,9.480694980694981,0.41,0.39,0.070206718,4.72,0.01
2661,Sedimentary pyrite,333.24,500.04,12.95,7.81,206,41.8,9.480694980694981,23.65,0.45,0.070206718,24.2,0.02
2662,Sedimentary pyrite,1019.61,1197.17,3.54,12.89,374,59.7,9.480694980694981,33.52,1.2753146853146853,0.02,84.29,0.02
2663,Sedimentary pyrite,70.8,20.71,0.46,1.05,105,3.3,0.01,0.55,0.44,0.070206718,5.9,0.02
2664,Sedimentary pyrite,1070.93,1133.68,3.29,14.02,382,51.2,9.480694980694981,35.49,0.86,0.070206718,66.73,0.03
2665,Sedimentary pyrite,1144.55,1418.84,5.37,7.92,338,80.6,9.480694980694981,27.44,0.47,0.070206718,91.93,0.03
2666,Sedimentary pyrite,528.14,676.59,2.46,5.22,172,31.1,9.480694980694981,20.1,0.44,0.070206718,10.86,0.04
2667,Sedimentary pyrite,2.11,5.72,0.67,3.85,14029,14.6,0.02,431.54,1.2753146853146853,0,98.55,0.01
2668,Sedimentary pyrite,3.53,13.99,0.77,3.73,8803,7.9,0.37,257.02,1.2753146853146853,0.01,34.1,0.03
2669,Sedimentary pyrite,80.79,96.94,4.47,5.53,16930,48.7,5.02,344.64,1.2753146853146853,0.09,448.04,0.13
2670,Sedimentary pyrite,169.05,163.5,9.12,12.04,6983,23,8.71,163.75,1.2753146853146853,0.11,337.58,0.29
2671,Sedimentary pyrite,420.72,355.62,10.42,9.01,2361,16.2,29.08,107.28,0.09,0.49,508.01,0.29
2672,Sedimentary pyrite,254.41,207.38,8.39,11.18,8728,28.5,12.14,186.24,0.11,0.17,462.08,0.34
2673,Sedimentary pyrite,18.16,25.65,22.77,61.35,7828,15.5,1.66,252.62,1.2753146853146853,0.03,76.66,0.34
2674,Sedimentary pyrite,530.66,477.95,22.16,16.73,6281,26.6,19.6,163.15,0.17,0.46,943.19,0.57
2675,Sedimentary pyrite,348.21,282,10.3,20.42,1492,12.2,19.4,71.58,1.2753146853146853,0.26,347.01,0.61
2676,Sedimentary pyrite,597.38,449.3,10.89,8.01,1713.2,21.1,31.12,93.11,0.12,0.48,499.1,0.85
2677,Sedimentary pyrite,459.49,681.05,50.3,19.49,7536.8,46.8,16.9,149.66,0.34,0.27,818.22,3.21
2678,Sedimentary pyrite,51.37,1797.25,30.49,6981.21,79,140.1,10.67,63.02,1.2753146853146853,0.070206718,122.53,0.76
2679,Sedimentary pyrite,55.84,2411.42,59.79,2436.57,72.1,172.4,13.17,92.4,0.88,0.070206718,147.96,0.89
2680,Sedimentary pyrite,61.76,3031.8,178.8,4819.43,255.4,285,19.03,98.49,1.15,0.070206718,176.61,1.05
2681,Sedimentary pyrite,64.04,3890.34,98.36,4461.37,54.6,197.9,13.17,112.65,1.2753146853146853,0.070206718,158.83,1.08
2682,Sedimentary pyrite,53.74,2836.16,92.4,1713.11,88.4,189.4,12.95,90.35,1.2753146853146853,0.070206718,177.49,1.16
2683,Sedimentary pyrite,42.66,2109.77,236.91,5955.46,322.1,617.6,164.53,165.34,1.24,0.08,303.28,1.18
2684,Sedimentary pyrite,65.81,2887.45,196.07,2109.71,173.3,365.8,32.36,157.78,1.2753146853146853,0.070206718,302.83,1.49
2685,Sedimentary pyrite,55.54,3833.11,398.62,8303.38,178,336.4,66.48,213.91,3.14,0.070206718,361.31,1.61
2686,Sedimentary pyrite,72.42,4034.87,144.18,6829.74,72,234.1,17.56,159.26,1.2753146853146853,0.070206718,216.47,1.77
2687,Sedimentary pyrite,78.3,3829.14,73.23,13.32,108.4,264.7,19.12,165.91,1.68,0.070206718,259.94,1.85
2688,Sedimentary pyrite,73.1,3879.97,329.63,5365.09,249,368.6,31.04,225.81,2.63,0.070206718,332.79,3
2689,Sedimentary pyrite,301.12,475.56,262.7036529126214,217.70610024449877,772.4,458.1,3.95,30.79,0.5,0.05,47.78,0.69
