,Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
466,Skarn Cu-(Fe),331.8,195.5,0.33,0.696,328.4,3.915,0.091,58.527363636363624,0.07,0.37089115646258497,0.096,0.497
467,Skarn Cu-(Fe),477.67,83.63,0.34,0.64,1767.27,53.49,0.24,0.27,2.16,0.21,0.41,0.74
468,Skarn Cu-(Fe),0.31,0.21,0.34,0.8,263.57,7.6,0.18,58.527363636363624,42.35,0.23,0.72,3.38
469,Skarn Cu-(Fe),29.76,23.16,0.341,1.174,8.903,0.216,0.057,58.527363636363624,8.210797101449275,0.37089115646258497,0.553,0.33
470,Skarn Cu-(Fe),9237,7.054,0.342,0.489,53.41,2.095,0.017,0.012,0.08,0.37089115646258497,0.04,0.027
471,Skarn Cu-(Fe),1205,554.6,0.432,0.597,11.48,0.184,0.061,58.527363636363624,8.210797101449275,0.021,2.469,0.394
472,Skarn Cu-(Fe),5.906,0.845,0.73,0.338,1.08,0.198,0.395,0.04,4.28,0.37089115646258497,1.738,0.058
473,Skarn Cu-(Fe),670.2,1135,0.739,0.252,19.81,3.142,7.152109756097561,58.527363636363624,8.210797101449275,0.37089115646258497,0.077,0.008
474,Skarn Cu-(Fe),489.8,9.416,0.754,0.792,3.887,3.831,0.178,58.527363636363624,0.13,0.37089115646258497,0.943,0.334
475,Skarn Cu-(Fe),1.727,59.480395,0.769,0.367,1.416,0.06,7.152109756097561,0.014,0.19,0.013,0.09,0.072
476,Skarn Cu-(Fe),26.55,839.62,0.78,0.56,386.34,17.37,0.12,0.34,1.43,0.15,0.14,0.24
477,Skarn Cu-(Fe),374,118.6,0.793,9.946,3.071,4.504191256830602,0.108,0.018,8.210797101449275,0.049,12.66,0.255
478,Skarn Cu-(Fe),1132,608.3,0.795,0.569,16.73,0.392,0.048,58.527363636363624,8.210797101449275,0.07,3.635,0.142
479,Skarn Cu-(Fe),92.6,92.94,0.816,0.365,7.689,0.158,0.044,58.527363636363624,8.210797101449275,0.008,0.15,0.029
480,Skarn Cu-(Fe),0.32,0.31,0.84,0.86,3.95,0.43,7.152109756097561,0.93,8.210797101449275,0.37089115646258497,0.45,0.45
481,Skarn Cu-(Fe),102.1,1.867,0.848,0.45,0.719,0.34,0.797,58.527363636363624,0.99,0.022,1.381,0.12
482,Skarn Cu-(Fe),414.5,147.1,0.862,0.315,9.952,0.15,0.079,0.011,8.210797101449275,0.047,9.143,0.364
483,Skarn Cu-(Fe),1185,363,0.89,0.38,6.512,0.062,0.092,0.061,8.210797101449275,0.37089115646258497,16.26,0.158
484,Skarn Cu-(Fe),0.48,1.59,2.75,0.83,51.9,2.52,0.37,0.66,15.58,2.17,1.38,42.55
485,Skarn Cu-(Fe),64.9,15.2,2.824,0.672,2.736,0.084,3.106,0.063,8.210797101449275,0.02,10.64,4.565
486,Skarn Cu-(Fe),10.8,4.008,2.882,2.778,34.2,0.147,0.948,0.022,14.8,0.061,19.23,19.46
487,Skarn Cu-(Fe),25.07,2.278,2.907,0.472,24.1,0.053,16.56,1.403,2.75,0.044,22.6,11.31
488,Skarn Cu-(Fe),36.65,7.85,2.93,2.74,13.15,13.56,0.09,58.527363636363624,8.210797101449275,0.58,0.5,1.63
489,Skarn Cu-(Fe),0.27,0.3,1.28,1.39,176.6,22.36,0.14,0.16,26.57,1.12,242.3650054945055,34.97828795811518
490,Skarn Cu-(Fe),30.13,0.675,1.285,0.555,6.385,0.073,1.89,0.143,12.37,0.37089115646258497,14.04,0.593
491,Skarn Cu-(Fe),188.8,152.6,1.288,0.838,10.43,0.112,0.056,0.047,8.210797101449275,0.37089115646258497,8.091,0.215
492,Skarn Cu-(Fe),593.4,284.3,1.317,0.345,9.078,0.14,0.136,0.008,8.210797101449275,0.37089115646258497,16.4,0.361
493,Skarn Cu-(Fe),15.6,11.86,1.348,1.045,1.863,0.065,0.096,0.268,26.47,0.37089115646258497,3.742,12.48
494,Skarn Cu-(Fe),0.3,0.8,1.37,0.7,649.93,7.8,0.54,58.527363636363624,67.83,0.96,0.69,0.29
495,Skarn Cu-(Fe),340.7,91.74,1.477,0.493,4.013,0.264,0.055,0.033,8.210797101449275,0.029,0.551,0.009
496,Skarn Cu-(Fe),0.83,0.14,1.53,1.42,663.73,24.55,7.152109756097561,58.527363636363624,44.47,0.24,0.22,0.7
497,Skarn Cu-(Fe),374,112,1.609,8.436,5.626,0.045,0.9,0.075,8.210797101449275,0.061,44.08,1.871
498,Skarn Cu-(Fe),36.91,59.92,1.614,0.498,1.057,0.061,0.088,0.011,126.94,0.035,0.455,6.568
499,Skarn Cu-(Fe),922.9,344.5,1.637,2.904,9.115,0.089,0.902,58.527363636363624,8.210797101449275,0.112,15,1.913
500,Skarn Cu-(Fe),0.28,0.38,1.68,0.7,276.11,1.73,0.57,58.527363636363624,14.8,1.28,242.3650054945055,0.66
501,Skarn Cu-(Fe),4.48,485.45,1.75,0.51,2144.23,48.16,7.152109756097561,0.12,3.78,0.71,0.23,0.17
502,Skarn Cu-(Fe),7.471,12.72,0.909,0.91,0.551,0.199,0.191,0.042,3.96,0.37089115646258497,0.08,3.554
503,Skarn Cu-(Fe),7.864,8.259,0.922,0.573,5.033,0.137,0.092,0.073,44.47,0.051,2.892,2.665
504,Skarn Cu-(Fe),797.2,251,0.931,0.974,5.285,0.033,0.103,0.03,8.210797101449275,0.005,11.77,0.396
505,Skarn Cu-(Fe),595.2,80.46,1.151,1.594,2.266,0.059,0.163,0.038,8.210797101449275,0.05,26.17,7.952
506,Skarn Cu-(Fe),520.3,125.1,1.17,18.54,4.111,0.083,0.206,0.032,8.210797101449275,0.033,24.48,0.354
507,Skarn Cu-(Fe),1.33,25.41,1.24,0.67,83.89,1.46,3.73,0.79,2.41,0.22,69.5,24.45
508,Skarn Cu-(Fe),5.38,15.77,1.26,0.48,5833.72,2.18,1.86,0.72,1.28,0.35,22.48,13.48
509,Skarn Cu-(Fe),5.387,1.615,1.271,0.441,4.165,0.093,10.62,0.762,3.95,0.039,14.86,1.983
510,Skarn Cu-(Fe),12.61,13.19,2.178,5.199,30.05,0.06,2.936,0.14,0.12,0.37089115646258497,29.59,53.71
511,Skarn Cu-(Fe),0.95,0.15,2.35,0.28,3784.86,12,7.152109756097561,0.19,19.55,1.68,0.94,0.34
512,Skarn Cu-(Fe),5.344,27.22,2.502,1.569,0.404,4.504191256830602,7.625,0.049,2.44,0.02,15.27,10.56
513,Skarn Cu-(Fe),0.79,2.22,2.53,0.66,9736.47,12.12,0.37,0.81,6.23,1.91,0.5,5.3
514,Skarn Cu-(Fe),121.3,88.11,2.634,27.24,10.16,0.118,6.388,0.019,8.210797101449275,0.37089115646258497,10.76,1.232
515,Skarn Cu-(Fe),5.85,124.55,2.66,0.33,1853.39,29.66,1.51,1.63,2.75,0.99,18.25,0.14
516,Skarn Cu-(Fe),0.39,0.2,1.86,0.62,5129.15,0.84,0.15,0.23,0.13,1.13,6.47,2.74
517,Skarn Cu-(Fe),0.36,3.75,1.98,0.5,5981.55,2.19,0.21,0.24,5.63,0.37,1.3,23.86
518,Skarn Cu-(Fe),374.1,144,3.024,8.572,7.685,0.175,24.6,0.446,8.210797101449275,0.02,47.27,3.324
519,Skarn Cu-(Fe),554,97.12,3.425,1.11,3.881,0.058,9.449,0.036,8.210797101449275,0.37089115646258497,17.7,5.38
520,Skarn Cu-(Fe),213.9,97.73,3.517,105.8,2.603,4.504191256830602,2.088,0.082,8.210797101449275,0.024,84.11,1.396
521,Skarn Cu-(Fe),14.96,0.47,3.53,0.4,0.76,2.02,1.2,0.27,0.13,0.02,3.99,3.39
522,Skarn Cu-(Fe),1.015,24.88,3.533,0.508,46.18,2.034,1.644,0.346,8.210797101449275,0.033,0.208,6.28
523,Skarn Cu-(Fe),14.05,21.79,3.597,0.476,9.774,0.142,7.152109756097561,58.527363636363624,19.55,0.01,0.24,0.592
524,Skarn Cu-(Fe),713.2,162.5,8.877,108.9,8.717,0.157,57.411,58.527363636363624,8.210797101449275,0.005,100.5,20.54
525,Skarn Cu-(Fe),0.35,2.22,7.16,0.44,4177.95,4.26,0.63,0.14,4.28,2.42,0.94,15.59
526,Skarn Cu-(Fe),0.32,2.87,7.69,1.23,1726.61,0.44,0.68,0.29,3.95,1.24,1.6,2.64
527,Skarn Cu-(Fe),0.07,2.53,7.95,3.34,1961.72,1.43,1.47,595.59,0.03,0.05,14.51,0.94
528,Skarn Cu-(Fe),29.35,8.31,8.17,79.86,2571.5,7.28,14.27,21.54,0.12,0.17,5685.31,15.75
529,Skarn Cu-(Fe),20.54,4.04,8.6,0.59,7524.85,3.99,0.31,4.41,0.09,0.67,20,0.98
530,Skarn Cu-(Fe),46.92,9.345,8.62,5.285,0.858,4.504191256830602,0.153,58.527363636363624,42.35,0.37089115646258497,1.667,8.819
531,Skarn Cu-(Fe),12.2,98.97,8.78,2.99,3757.48,1.12,0.88,0.14,46.35,0.83,2.96,14.25
532,Skarn Cu-(Fe),158.92406565656563,0.24,21.38,1.3,4987.34,0.12,7.13,42,8.210797101449275,2.2,411.79,22.5
533,Skarn Cu-(Fe),28.31,81.64,24.16,8.93,2007.84,2.09,16.43,1223.31,0.04,0.06,4784.22,27.71
534,Skarn Cu-(Fe),0.58,4.49,25.26,1.23,1886.15,0.63,9.34,7.48,0.17,1.37,624.59,8.67
535,Skarn Cu-(Fe),154.1,5.49,29.3,1.66,656.37,3.74,8.74,3.43,0.14,0.01,2534.06,14.4
536,Skarn Cu-(Fe),0.06,1.94,31.81,0.81,9935.27,4.63,1.34,16.78,0.09,0.68,69.87,1.5
537,Skarn Cu-(Fe),2.74,3.15,33.08,0.62,6913.67,4.11,0.73,22.72,0.11,0.75,91.29,4.91
538,Skarn Cu-(Fe),97.42,446.68,33.96,2.5,97.51,2.95,7.06,62.62,0.04,0.3,245.76,1.38
539,Skarn Cu-(Fe),89.22,100.78,358.85,171.26,3108.02,4.22,0.61,1.32,0.04,0.03,80.83,0.33
540,Skarn Cu-(Fe),1.35,0.89,411.36,6.682278074866309,406.94,2.19,8.59,3.55,8.210797101449275,0.01,127.22,5.83
541,Skarn Cu-(Fe),2.07,1.39,450.72,1.56,238.59,1.74,30.22,30.55,0.12,0.05,767.5,342.98
542,Skarn Cu-(Fe),0.65,3.72,10.57,2.93,1146.17,0.9,1.5,401.4,0.1,0.06,152.05,3.06
543,Skarn Cu-(Fe),19.03,95.54,10.85,4.89,1903.86,6.33,61.7,2556.51,0.19,0.03,2445.65,11.84
544,Skarn Cu-(Fe),33.79,58.39,12.85,0.517,19.05,0.08,8.098,0.21,0.58,0.37089115646258497,1.136,2.04
545,Skarn Cu-(Fe),1.6,59.480395,16.49,0.44,678.2,4.504191256830602,3.87,18.28,8.210797101449275,0.84,748.57,0.99
546,Skarn Cu-(Fe),26.5,3.376,3.798,0.543,21.98,0.083,0.739,0.017,1.76,0.029,2.991,0.052
547,Skarn Cu-(Fe),1.36,31.25,3.84,6.682278074866309,1756,0.28,0.39,1.72,0.29,0.37089115646258497,0.99,5.64
548,Skarn Cu-(Fe),13.71,13.09,4.33,6.682278074866309,237.88,4.504191256830602,0.86,0.05,5.69,0.37089115646258497,2.51,9.54
549,Skarn Cu-(Fe),3.516,1.15,4.414,0.631,68.5,0.161,58.99,0.08,23.28,0.37089115646258497,264.2,213.8
550,Skarn Cu-(Fe),158.92406565656563,0.35,4.96,1.28,4952.99,3.48,0.26,0.79,5.58,2.26,2.34,5.44
551,Skarn Cu-(Fe),0.28,0.74,5.23,1.82,43.61,0.75,0.7,2.69,0.58,0.62,3.72,15.27
552,Skarn Cu-(Fe),0.13,0.19,5.46,1.52,5532.66,17.48,0.2,0.92,2.44,4.48,0.79,0.29
553,Skarn Cu-(Fe),1.2,3.31,5.49,1.91,754.42,1.54,0.44,345.63,0.11,0.07,13,0.9
554,Skarn Cu-(Fe),220.6,100.4,5.509,41.59,5.715,0.068,2.767,0.133,8.210797101449275,0.006,107.2,4.679
555,Skarn Cu-(Fe),158.92406565656563,0.26,6.34,1.33,6116.21,3.78,0.46,0.19,2.52,2.51,1.43,11.63
556,Skarn Cu-(Fe),0.12,0.24,6.37,1.5,1491.38,22.56,0.57,0.97,26.47,0.58,24.85,1.75
557,Skarn Cu-(Fe),0.3,0.49,6.73,0.96,37.16,13.18,7.152109756097561,58.527363636363624,1.47,0.63,242.3650054945055,0.29
558,Skarn Cu-(Fe),1.69,1.26,7.05,6.682278074866309,15.3,0.77,3.23,0.18,8.210797101449275,0.05,13.83,5.15
559,Skarn Cu-(Fe),0.13,0.7,510.47,1.52,1363.36,2.64,4.75,12.14,0.05,0.08,512.62,3.56
560,Skarn Cu-(Fe),1.85,0.64,591.09,4.16,867.95,0.97,27.99,41.23,8.210797101449275,0.04,1217.79,525.75
561,Skarn Cu-(Fe),1.64,1.07,663.22,1.33,401.03,1.49,48.07,88.74,0.15,0.03,1790.02,252.05
562,Skarn Cu-(Fe),0.76,3.17,664.13,2.41,6264.74,3.92,5.4,25.01,0.19,0.76,877.39,7.94
563,Skarn Cu-(Fe),14.06,62.78,668.87,39.88,783.4,4.11,2.52,6.28,0.07,0.01,479.06,4.35
564,Skarn Cu-(Fe),2.31,2.07,703.68,6.682278074866309,430.15,1.78,40.26,41.66,8.210797101449275,0.09,1951.79,500.47
565,Skarn Cu-(Fe),1.41,0.48,726.24,6.682278074866309,219.79,1.07,60.35,95.92,0.21,0.02,885.14,267.99
566,Skarn Cu-(Fe),0.9,0.53,887.93,6.682278074866309,266.45,4.504191256830602,60.98,105.37,0.66,0.05,1028.72,266.8
567,Skarn Cu-(Fe),0.05,1.18,39.76,5.66,2540.5,1.14,6.23,1293.8,0.07,0.01,5.59,0.03
568,Skarn Cu-(Fe),1.972,0.736,41.02,0.458,0.805,4.504191256830602,17.34,0.232,27.74,0.043,16.45,1018
569,Skarn Cu-(Fe),15.71,15.67,49.84,4.87,86.2,4.09,0.35,7.02,0.15,0.08,59.38,2.8
570,Skarn Cu-(Fe),2.33,3.46,972.55,6.682278074866309,373.64,4.504191256830602,68.46,137.06,0.34,0.05,1536.28,435.92
571,Skarn Cu-(Fe),2.02,1.13,985.63,2.89,639.71,4.504191256830602,52.47,203.28,8.210797101449275,0.03,880.36,324.76
572,Skarn Cu-(Fe),1.31,1.18,1108.19,6.682278074866309,361.52,5.72,8.68,276.63,8.210797101449275,0.37089115646258497,1277.8,3.15
573,Skarn Cu-(Fe),2.26,1.06,1129.45,1.48,730.03,0.79,60.02,160.25,0.33,0.1,1060.32,275.53
574,Skarn Cu-(Fe),1.13,1.61,1166.58,34.76,624.75,4.504191256830602,57.32,182.24,0.08,0.05,938.35,296.24
575,Skarn Cu-(Fe),0.76,0.63,1250.23,6.682278074866309,481.39,1.55,9.32,333.98,0.17,0.05,1260.69,4.65
576,Skarn Cu-(Fe),3.07,2.44,1276.5,6.682278074866309,87.75,4.504191256830602,2.94,1.87,0.13,0.37089115646258497,48.72,5.02
577,Skarn Cu-(Fe),39.91,105.5,1306.66,6.8,2909.92,2.95,2.04,4.18,0.04,0.2,244.51,0.99
578,Skarn Cu-(Fe),0.94,0.76,1765.3,6.682278074866309,383.01,3.13,11.97,263.12,8.210797101449275,0.05,1358.74,4.35
579,Skarn Cu-(Fe),1.34,1.28,1956.46,6.682278074866309,927.8216287128712,4.504191256830602,1.1,0.12,0.65,0.37089115646258497,5.52,0.99
580,Skarn Cu-(Fe),0.82,0.61,8872.7,6.682278074866309,484.23,4.47,19.46,6.66,8.210797101449275,0.58,93.41,5.16
581,Skarn Cu-(Fe),0.57,0.74,165.42964974619292,0.25,29.75,0.24,7.152109756097561,0.21,0.22,0.4,0.18,0.26
582,Skarn Cu-(Fe),1.76,0.22,165.42964974619292,0.85,51.71,0.25,7.152109756097561,58.527363636363624,8.210797101449275,0.29,242.3650054945055,0.14
583,Skarn Cu-(Fe),0.43,0.55,165.42964974619292,0.78,1568.34,1.59,7.152109756097561,0.2,1.99,0.37089115646258497,242.3650054945055,34.97828795811518
584,Skarn Cu-(Fe),0.32,0.11,165.42964974619292,0.96,734.53,23.47,0.18,0.26,27.74,0.37089115646258497,0.73,0.23
585,Skarn Cu-(Fe),0.13,0.36,165.42964974619292,0.76,14.84,5.3,7.152109756097561,0.26,8.210797101449275,0.37089115646258497,242.3650054945055,0.21
586,Skarn Cu-(Fe),20.07,0.289,165.42964974619292,0.364,20.08,0.2,7.152109756097561,58.527363636363624,2.16,0.035,0.044,0.022
587,Skarn Cu-(Fe),158.92406565656563,0.73,62.82,1.2,484.46,4.504191256830602,12.87,12.21,8.210797101449275,0.37089115646258497,125.35,3.6
588,Skarn Cu-(Fe),0.49,0.72,63.68,1.77,2312.65,0.62,13.2,111.12,8.210797101449275,0.17,147.35,82.58
589,Skarn Cu-(Fe),1.83,0.82,64.94,4.93,793.02,4.504191256830602,6.32,0.85,0.13,0.03,50.58,30.27
590,Skarn Cu-(Fe),0.92,0.63,77.42,6.682278074866309,391.01,4.504191256830602,2.55,0.38,0.22,0.37089115646258497,10.5,4.97
591,Skarn Cu-(Fe),4.17,1,87.2,1.98,0.66,6.11,1.36,3.32,0.08,0.01,7.46,0.28
592,Skarn Cu-(Fe),1.11,0.56,136.74,6.682278074866309,1680.89,4.504191256830602,7.17,1.31,8.210797101449275,0.37089115646258497,60.36,18.53
593,Skarn Cu-(Fe),1.78,1.36,157.04,4.22,1994.82,0.65,18.13,1.65,0.81,0.22,101.58,134.17
594,Skarn Cu-(Fe),1.69,1.11,192.78,13.29,2525.71,1.64,10.7,5.92,8.210797101449275,0.11,111.12,90.02
595,Skarn Cu-(Fe),101.57,73.91,228.69,43.8,2238.37,4.6,5.04,30.45,0.07,0.14,2637.43,7.34
596,Skarn Cu-(Fe),4.74,1.05,242.8,2.6,19.24,4.9,3.28,11.74,0.11,0.05,20.34,0.62
597,Skarn Cu-(Fe),2.52,1.92,243.42,112.36,659.2,0.58,10.02,34.55,8.210797101449275,0.37089115646258497,547.74,123.81
598,Skarn Cu-(Fe),43.08,158.5,248.31,0.65,5.7,1.58,1.41,3.37,0.05,0.01,3.37,0.18
599,Skarn Cu-(Fe),1.35,1.24,250.53,144.55,608.4,4.64,8.65,31.32,8.210797101449275,0.03,734.58,174.61
600,Skarn Cu-(Fe),1.46,1.36,258.74,10.89,168.84,4.504191256830602,18.88,20.14,8.210797101449275,0.09,367.9,224.75
601,Skarn Cu-(Fe),30.19,1.49,264.06,0.88,20.23,6.07,1.5,4.33,0.07,0.03,62.29,1.53
602,Skarn Cu-(Fe),2.19,1.22,277.37,21.29,782.99,2.18,20.33,32.54,8.210797101449275,0.01,507.11,196.28
603,Skarn Cu-(Fe),2.26,1.35,329.59,17.66,751.99,2.58,16.39,35.21,8.210797101449275,0.04,677,201.49
604,Skarn Cu-(Fe),2.13,2.07,345.04,15.12,3015.46,4.504191256830602,10.79,1.96,6.48,0.65,52.79,59.1
1410,VMS,877.2052813,329.4782691553258,0.024180388,888.0102772470441,4.064248652819684,29.84311718,0.1585047891082531,40.19590866051818,0.089400807,0.7868321988045748,536.5929882122583,0.032156047
1411,VMS,278.8,231.9,4.499,551.2,4.122,28.11,1.463,0.191,2.749,0.129,1.937,1.964
1412,VMS,166.6689260314681,329.4782691553258,0.033913725,38.76258578506828,4.128955583943617,108.1570227527108,0.741401051,40.19590866051818,0.8116866730439921,0.059601381,33.72484642027823,0.079660287
1413,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,4.184947717,244.5864913,0.23659116,0.3550743256589366,1.405591241760568,0.1110234287633988,11.1353385,0.044307935
1414,VMS,877.2052813,329.4782691553258,0.011497413,888.0102772470441,4.287842399119477,262.8650887535571,0.3491857963548877,1.158808404392842,1.850755849,0.1569018073142279,10.85039747639804,0.048034579
1415,VMS,287.0258099420641,329.4782691553258,917.1646859660425,888.0102772470441,0.9007821984222273,200.2702631602109,0.19,40.19590866051818,1.178040632972896,0.04315581,536.5929882122583,0.1315504706168514
1416,VMS,0.46,3.66,0.51,1.66,0.99,2.5,0.19,0.29,0.99,0.04,0.11,0.04
1417,VMS,5.579306094325102,329.4782691553258,917.1646859660425,888.0102772470441,1.176503067721861,207.1156243336296,68.33627803876577,0.7527460362937927,1.179608829020495,0.084161519,4.966311465469886,79.19592777000548
1418,VMS,14.83165644141431,329.4782691553258,0.019407462,888.0102772470441,1.212393949815317,53.55639628354978,0.8903493520770291,40.19590866051818,0.2875493534177017,0.017665115,536.5929882122583,0.076415441
1419,VMS,5.623450257435324,329.4782691553258,917.1646859660425,888.0102772470441,1.212393949815317,286.2512209254431,68.33627803876577,2.209418490721454,1.17130825,0.1032212292006702,6.002842359710695,79.19592777000548
1420,VMS,127.8571969657605,329.4782691553258,917.1646859660425,888.0102772470441,1.26716783,136.5833816345823,68.33627803876577,40.19590866051818,2.471230616971572,0.03967795,536.5929882122583,0.067256761
1421,VMS,334.5,216.2,196.8,4.871,1.46,1059,1.733,0.116,0.367,0.015,138.1,1.116
1422,VMS,8.435784060314882,329.4782691553258,0.071015486,888.0102772470441,1.495265563872896,58.93605721981042,0.519866221,40.19590866051818,0.2354827447570591,0.7868321988045748,536.5929882122583,0.04926305
1423,VMS,12.37818439218163,329.4782691553258,917.1646859660425,888.0102772470441,1.495265563872896,259.1730746059507,68.33627803876577,1.054648974067985,1.447288130292436,0.1305173403148423,6.930819980761016,0.041303296
1424,VMS,239.6739575119678,329.4782691553258,917.1646859660425,888.0102772470441,1.540310816871115,224.2954837255619,0.2386370518035256,40.19590866051818,0.7752593344828308,0.052093509,536.5929882122583,0.049524569
1425,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,1.549398995423634,255.3251503587626,0.1462340310451853,0.2534506585013385,0.8619209218853913,0.076722411,6.944624750726003,0.028003481
1426,VMS,284.0429235766808,1.8,0.01885397,888.0102772470441,1.561734362939115,583.5759582332339,68.33627803876577,40.19590866051818,2.877806772409419,0.030584108,7.554802390346509,0.2575885809661749
1427,VMS,157.7962842879999,329.4782691553258,917.1646859660425,888.0102772470441,1.582607798010621,206.2733575198842,68.33627803876577,40.19590866051818,1.686671966412983,0.027808074,536.5929882122583,0.095661006
1428,VMS,182.6354104735871,329.4782691553258,917.1646859660425,10.64182523863804,1.586280998556195,188.3941216412177,0.2390777539960749,0.218473499,2.329711789572468,0.09624979,7.856999276364849,0.3722209022300135
1429,VMS,3.327018435672564,329.4782691553258,0.1110367100106756,888.0102772470441,1.61193657,100.3657563954465,0.2510268653487184,40.19590866051818,0.6516680298317523,0.7868321988045748,536.5929882122583,79.19592777000548
1430,VMS,789.5714739227284,1.8,917.1646859660425,888.0102772470441,1.776559387670158,274.5464473781159,68.33627803876577,40.19590866051818,6.347608768342469,0.7868321988045748,536.5929882122583,79.19592777000548
1431,VMS,129.1736090499922,329.4782691553258,917.1646859660425,888.0102772470441,1.912600080428073,143.3846504556574,68.33627803876577,40.19590866051818,3.206967710935287,0.02924362,536.5929882122583,0.09630208
1432,VMS,12.29726705591978,329.4782691553258,917.1646859660425,888.0102772470441,1.958388498402152,219.4637007595874,0.2179535628047922,1.044811017606368,1.289596416017621,0.1171365877349928,7.011613887783779,79.19592777000548
1433,VMS,279.8133939135881,329.4782691553258,917.1646859660425,888.0102772470441,2.039215559050332,150.5657406118257,68.33627803876577,40.19590866051818,3.624223510705038,0.016973007,536.5929882122583,0.028284884
1434,VMS,71.57537653667532,329.4782691553258,0.013741439,888.0102772470441,2.098677484803554,62.83875499,68.33627803876577,0.1628752062201202,0.3922710853714287,0.7868321988045748,536.5929882122583,79.19592777000548
1435,VMS,6.950108271943769,329.4782691553258,0.040332771,888.0102772470441,2.211475891440917,37.42075082417144,0.4226926279008695,40.19590866051818,0.1648319229678149,0.7868321988045748,536.5929882122583,0.037861765
1436,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,2.672791951174525,248.4484126153765,0.492930895,0.721515395,2.820400596181515,0.246441095,15.10781193963827,0.1182787534354436
1437,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,2.765922713728942,223.8867351366754,0.2696723681357587,0.2611600594290161,1.985774745595158,0.1423726587589545,9.550779695932201,0.046909161
1438,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,2.802782361,211.5629423058011,0.2351026535980172,0.2916755752709521,1.767303263994363,0.1165784414966374,11.70520069,0.047297674
1439,VMS,294.4,96.52,31.67,2.991,3.031,494.1,0.686,0.068,0.411,0.01,44.02,1.523
1440,VMS,5.506475593911076,329.4782691553258,917.1646859660425,10.29216392861344,3.101407921436643,181.5534832,68.33627803876577,0.9471593744403537,0.8875647789134133,0.068112056,3.924515283837261,79.19592777000548
1441,VMS,72.42743939,329.4782691553258,917.1646859660425,888.0102772470441,3.168614521780821,154.0059818311867,68.33627803876577,0.2769358093599633,4.673982182640062,0.038359564,3.245802343347602,0.069031471
1442,VMS,877.2052813,329.4782691553258,0.00508798,6.732582459800065,3.219048038010726,225.9692198488395,0.2044566384111141,0.3373022758949316,2.260277841959107,0.1074409083657448,7.515567915755737,0.046604607
1443,VMS,198.1755501943435,329.4782691553258,0.007884633,888.0102772470441,3.311585014992166,175.1452432,68.33627803876577,40.19590866051818,4.203337250214025,0.053791284,536.5929882122583,0.1142563426743408
1444,VMS,38.03756442894019,1.8,0.054656438,17.67609664435756,3.40607851,55.14022777055726,68.33627803876577,40.19590866051818,0.2626479938978574,0.033305635,5.192121352549243,0.025549055
1445,VMS,318.0581254987981,329.4782691553258,0.017875452,888.0102772470441,4.376779015730008,154.2078414671846,68.33627803876577,40.19590866051818,4.467709585595725,0.0596595,4.321060398394921,0.1745743336921135
1446,VMS,877.2052813,329.4782691553258,0.008094616,888.0102772470441,4.608739757036307,234.2946647,0.2940987514462162,0.4655789504261654,1.386893426093869,0.1309220239469088,12.26216952055237,0.049520176
1447,VMS,242.8020605602824,329.4782691553258,917.1646859660425,888.0102772470441,4.875863573926652,157.385464,68.33627803876577,40.19590866051818,3.540584251331649,0.049037372,536.5929882122583,0.076975659
1448,VMS,171.7,200.5,1101,51.34,4.89,324.7,1.163,0.253,3.16,0.065,51.92,12.59
1449,VMS,213.7,138.1,164.6,2.787,4.999,416.6,0.718,0.283,2.865,0.059,29.01,18.61
1450,VMS,121.2,182.7,222.9,2.793,5.038,259.5,0.56,0.232,2.644,0.057,63.78,10.78
1451,VMS,7.683790175,329.4782691553258,0.066085204,888.0102772470441,5.382067644044212,123.7806828,0.6010413767868693,40.19590866051818,0.2482340551749385,0.7868321988045748,536.5929882122583,0.060404029
1452,VMS,15.75081942520949,329.4782691553258,917.1646859660425,888.0102772470441,5.382067644044212,236.1893163219584,68.33627803876577,0.9961246636632404,1.522707533195592,0.1373730027567355,7.339798600630798,0.040177797
1453,VMS,3.781749952325578,329.4782691553258,917.1646859660425,888.0102772470441,5.454504745127254,301.6818684295824,0.1370030088359135,0.8013984431146981,1.106463502676967,0.055197848,5.642945489442557,0.050917491
1454,VMS,7.730723927847856,329.4782691553258,917.1646859660425,11.22590688297774,5.569443998032581,283.6705102,0.3883872324546765,2.487498841996073,2.238909653678535,0.174273289,16.41789830607731,79.19592777000548
1455,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,3.476205434082186,256.8232275190347,0.2590922746258136,0.3071783281968361,1.235269673845937,0.1317584560830631,8.667398117,0.050062887
1456,VMS,877.2052813,329.4782691553258,917.1646859660425,888.0102772470441,3.485382889155046,233.9708183133586,0.2728142404581363,0.44072093,1.339051803387111,0.1309069804432989,9.826109563449181,0.046928572
