Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
SEDEX,86.38,310.42,241.18,3473.4,7.8,2.54,7.01,3.2,,,37.47,1.21
SEDEX,56.96,1904.16,87.28,82.21,93.88,23.28,1.07,4.94,,,35.54,1.91
SEDEX,47.6,1046.06,179.44,9.45,70.04,15.16,0.74,3.87,,,29.01,1.13
SEDEX,53.12,1035.58,152.73,31.6,70.3,12.22,1.06,4.87,,,44.36,1.57
SEDEX,91.97,1542.91,340.14,16.71,76.61,11.18,1.17,8.27,,,49.33,2.16
SEDEX,66.34,1065.64,281.04,9.91,96.58,12.73,1.56,5.03,,,38.5,1.72
SEDEX,25.93,1085.23,268.44,12.46,80.71,10.05,0.73,5.42,,,31.2,1.43
SEDEX,29.62,414.73,7690.74,242.05,798.56,28.51,215.92,13.24,,,278.73,1.89
SEDEX,55.72,536.22,6702.92,204.4,802.39,22.42,108.84,13.57,,,266.16,1.9
SEDEX,12.23,379.69,7403.79,326.06,811.27,21.42,138.06,10.72,,,347.03,1.28
SEDEX,31.74,487.06,9472.7,295.32,678.26,31.83,278,12.74,,,345.84,1.61
SEDEX,314.85,2145.59,1846.77,36.5,904.12,23.31,8.87,11.98,,,179.1,1.94
SEDEX,288.56,1771.72,4484.45,2846.73,831.35,17.27,71.96,14.91,,,258.49,2.29
SEDEX,269.11,1666.35,3814.13,48.4,880.55,22.82,76.16,12.01,,,146.24,1.86
SEDEX,322.35,2736.98,5062.1,163.75,862.89,29.22,66.05,14.2,,,597.14,2.47
SEDEX,226.35,1226.72,1577.4,74.24,980.89,23.68,12.64,11.34,,,227.32,2.17
SEDEX,266.23,2594.04,5140.44,488.25,797.26,33.05,99.25,13.21,,,291.55,2.43
SEDEX,260.4,2111.33,2464.82,527.59,798.21,34.56,35.08,13.98,,,361.85,2.52
SEDEX,339.03,2488.75,5655.44,229.45,794.09,23.07,54.49,16.71,,,421.42,2.96
SEDEX,267.75,1560.05,1776.54,1744.83,756.62,27.84,14.18,13.67,,,361.24,2.8
SEDEX,266.33,2162.4,2061.98,3441.52,839.86,31.83,36.38,20.3,,,3348.93,3.98
SEDEX,295.1,2182.62,3903.15,80.55,842.85,30.93,18.05,10.82,,,717.89,2.14
SEDEX,165.92,1097.31,484.08,12.32,565.49,67.49,11.56,68.26,,,497.16,0.41
SEDEX,203.75,1496.41,1570.51,11.92,609.93,90.68,16.67,73.91,,,1489.96,0.68
SEDEX,186.66,1679.92,1021.68,10.73,722.61,240.21,15.3,71.3,,,1859.01,0.77
SEDEX,213.71,1813.28,1423.66,12.08,666.29,81.95,25.37,102.23,,,2181.65,0.94
SEDEX,203.23,1683.19,884.01,10.35,688.35,92.4,22.62,94.35,,,3039.6,1.22
SEDEX,239.15,1988.99,1773.83,13.04,686.18,119.6,25.78,114.8,,,3254.91,1.2
SEDEX,156.93,1240.09,989.94,12.27,458.06,76.64,14.97,64.4,,,1569.51,0.53
SEDEX,166.43,1335.95,3253.19,11.29,544.27,69.49,16.98,85.01,,,2477.73,0.83
SEDEX,195.17,1444.35,1182.5,11.1,547.25,153.24,16.51,92.63,,,2757.47,1.13
SEDEX,286.4,2127.72,1388.12,11.21,698.41,114.82,22.92,120.12,,,2397.73,1.08
SEDEX,181.48,1348.1,1027.42,13.04,582.69,88.68,15.66,78.01,,,2189.65,0.73
SEDEX,214.29,1602.06,2179.13,15.22,516.03,99.01,19.23,95.79,,,1182.66,0.65
SEDEX,164.93,1296.75,842.92,13.35,631.53,85.41,13.92,75.44,,,1504.82,0.58
SEDEX,204.24,1534.45,756.52,11.1,607.66,92.53,19.21,92.15,,,3097.58,1.01
SEDEX,224.18,2081.82,1615.99,13.67,831.38,93.47,26.67,128.95,,,2782.86,1.1
SEDEX,217.72,1702.81,1756.44,13.79,549.8,95.54,21.28,102.83,,,3492.81,1.17
SEDEX,82.78,716.13,3573.24,14.93,498.06,281.14,13.6,93.19,,,2188.29,0.61
SEDEX,81.29,744.58,4237.96,15.58,497.09,196.13,9.61,63.15,,,1480.91,0.49
SEDEX,897.75,1964.88,822.94,43.36,883.22,8.03,56.84,133.25,,,1493.05,3.45
SEDEX,505.44,1501.12,937.4,57.6,630.46,10.42,56.29,109.2,,,1052.01,1.99
SEDEX,733.38,1578.14,640.87,52.46,712.67,8.93,43.5,104.59,,,1239.53,2.44
SEDEX,783.19,1836.73,834.66,40.61,777.31,9.31,51.86,117.6,,,1295.33,2.81
SEDEX,526.44,1647.26,963.44,58.42,596.9,12.5,52.73,106.21,,,1033.37,2.13
SEDEX,739.8,1839.73,765.1,45.18,661.9,8.12,45.56,107.01,,,1225.69,2.53
SEDEX,420.14,1301.01,682.75,38.62,506.59,10.4,39.87,90.17,,,877.02,1.66
SEDEX,598.57,1640.29,1056.89,61.54,789.88,10.71,69.35,126.22,,,1286.32,2.52
SEDEX,865.7,1826.1,744.08,41.03,835.32,13.29,52.32,130.15,,,1384.82,3.08
SEDEX,946.51,2184.04,921.3,38.71,715.76,12.76,45.16,113.01,,,1294.77,1.98
SEDEX,748.59,1670.18,732.92,37.99,730.85,10.64,45.97,109.28,,,1238.78,2.85
SEDEX,70.37,694.49,292.48,24.72,29.25,5.06,5.25,6.65,,,88.42,0.46
SEDEX,108.92,719.26,404.66,46.02,57.25,7.84,10.11,14.12,,,204.86,0.42
SEDEX,147.06,920.91,565.37,61.7,84.58,13.54,14.33,19.23,,,264.75,0.38
SEDEX,199.82,836,554.34,52.8,93.85,9.93,13.32,23.25,,,283.47,0.49
SEDEX,130,853.5,366.18,25.45,51.93,6.38,7.25,10.49,,,120.63,0.51
SEDEX,116.72,920.99,459.97,54.57,42.47,12.32,10.45,11.75,,,144.76,0.24
SEDEX,87.5,763.45,153.87,28.07,19.71,5.56,3.3,2.93,,,42.73,0.13
SEDEX,153.72,933.48,402.47,52.33,47.2,11.59,7.68,11.54,,,140.66,0.23
SEDEX,109.19,828.92,392.73,29.38,42.52,9.54,7.29,7.91,,,101.74,0.45
SEDEX,132.72,802.45,410.59,23.75,53.49,7.23,6.9,10.94,,,129.79,0.57
SEDEX,66.08,633.21,246.65,47.59,35.48,9.5,6.03,7.48,,,106.52,0.14
SEDEX,72.32,745.86,166.08,26.72,23.64,5.43,5.09,4.4,,,63.78,0.26
SEDEX,76.18,688.55,196.09,27.12,24.28,4.9,5.02,4.47,,,58.19,0.25
SEDEX,110.58,746.47,433.06,55.65,66.8,12.1,11.56,14.37,,,193.9,0.29
SEDEX,36.42,479.23,50.03,12.07,251.13,22.45,0.42,6.97,,,43.36,0.25
SEDEX,71.25,2163.99,562.82,20.32,1287.58,95.08,27.92,528.82,,,2306.53,2.68
SEDEX,67.94,2296.37,600.14,20.8,1332.83,92.05,31.73,523.99,,,2182.66,2.92
SEDEX,76.91,2204.89,736.67,28.29,1143.03,105.53,30.87,520.45,,,2209.72,2.67
SEDEX,89.28,2466.32,969.55,18.95,1429.33,117.22,32.54,579.09,,,2430.85,3.4
SEDEX,76.32,2258.15,544.51,19.02,1354.78,92.92,29.55,548.27,,,2168.84,2.56
SEDEX,60.48,2144.37,615.88,22.49,1240.98,90.23,30.92,473.56,,,1977.94,2.71
SEDEX,68.31,2035.88,931.94,18.87,1240.11,123.09,24.29,476.36,,,2492.58,2.27
SEDEX,139.78,7637.31,408.59,10.13,2621.39,232.63,3.59,34.58,,,111.88,0.44
SEDEX,80.4,5109.36,112.45,40.48,1683.76,162.9,2.37,23.16,,,75.11,0.24
SEDEX,107.74,6951.07,601.39,13.2,2727.36,220.96,1.59,14.95,,,43,0.21
SEDEX,76.72,5279.99,1235.71,25.08,1643.51,155.89,2.33,16.52,,,37.72,0.12
SEDEX,62.99,7769.86,177.64,7.77,2678.22,221.43,2.01,17.5,,,44.36,0.24
SEDEX,62.46,8505.57,137.72,10.8,2573.95,233.9,1.45,16.85,,,56.4,0.21
SEDEX,109.33,1699.83,1493.15,57.1,2067.21,117.27,17.85,348.99,,,464.84,2.78
SEDEX,107.55,1951.05,1085.7,103.86,1791.3,113.3,16.56,307.84,,,376.78,2.48
SEDEX,105.42,1818.78,1373.1,87.27,1972.7,123.87,16.95,326,,,439.81,2.51
SEDEX,60.38,1441.66,1772.17,29.08,794.51,180.93,6.82,98.44,,,141.72,0.78
SEDEX,83,2114.44,2451.36,17.28,1366.8,211.52,12.26,190.48,,,233.56,1.75
SEDEX,4.86,107.67,479.86,27.59,101.29,37.49,3.62,14.58,,,489.33,0.24
SEDEX,1.01,53.38,578.38,27.13,63.63,20.05,2.27,6.53,,,328.13,0.04
SEDEX,4.55,109.14,490.52,13.75,114.36,33.58,3.11,11.76,,,404.27,0.2
SEDEX,10.75,153.58,401.88,16.51,140.12,39.99,3.9,18.83,,,558.12,0.33
SEDEX,5.18,89.32,555.54,15.51,94.72,33.24,2.5,11.53,,,390.63,0.09
SEDEX,323.55,1078.47,93.88,14.04,132.88,7.17,6.64,4.82,,,95.58,80.87
SEDEX,1470.4,2143.75,209,16.86,486.62,28.42,23.13,4.39,,,99.45,94.6
SEDEX,16.36,230.12,41.73,18.02,41.57,6.08,5.43,5.42,,,98.97,65.05
SEDEX,48.18,302.83,23.91,16.73,73.26,3.28,0.32,5.61,,,83.06,6.93
SEDEX,8.63,273.78,20.38,15.57,38.61,2.64,0.43,1.73,,,16.52,1.96
SEDEX,28.84,218.08,15.13,15.25,75.09,2.75,0.11,1.2,,,22.95,1.7
SEDEX,8.78,93.22,71.44,15.88,41.15,1.77,4.12,5.14,,,93.26,58.5
SEDEX,47.86,322.78,224.04,22.91,357.51,2.24,14.23,23.18,,,566.23,0.33
SEDEX,45.41,362.69,268.41,26.09,355.93,3.45,15.39,26.5,,,592.88,0.39
SEDEX,54.61,298.36,176.11,22.55,381.44,2.45,12.6,24.54,,,580.04,0.34
SEDEX,42.28,353.63,222.61,26.96,374.81,2.61,14.37,24.02,,,562.37,0.34
SEDEX,54.46,386.8,204.09,27.37,352.48,1.71,16.92,29.68,,,719.48,0.53
SEDEX,54.84,391.62,243.27,28.86,355.38,2.85,16.7,33.74,,,758.76,0.54
SEDEX,476.73,668.16,750.88,23.41,73.17,6.06,31.73,42.13,,,609.84,7.2
SEDEX,509.9,741.33,670.23,31.27,85.54,4.6,31.85,45.53,,,702.13,8.26
SEDEX,408.69,600.89,572.5,23.35,69.4,8.06,24.18,38.7,,,539.97,6.04
SEDEX,392.14,568.28,1124.06,25.24,62.76,6.28,28.57,29.9,,,436.37,5.74
SEDEX,336.96,669.7,1917.05,34.61,57.14,5.46,31.47,29.82,,,420.04,5.83
SEDEX,713.29,2098.41,4751.74,116.5,89.55,46.66,22.19,32.28,,,314.38,6.63
SEDEX,306.96,2882,6942.01,158.72,138.6,63.88,418.64,170.78,,,273.09,5.63
SEDEX,658.6,2385.9,8938.88,104.51,96.09,50.1,15.42,28.95,,,283.48,6.44
SEDEX,529.24,2135.02,5645.54,119.66,101.15,43.69,13,25.21,,,234.59,5.43
SEDEX,543.53,2243.08,5667.56,143.67,92.15,46.55,24.33,32.39,,,304.48,6.88
SEDEX,715.02,2252.9,7370.33,90.72,94.61,38.37,18.51,25.39,,,231.74,4.87
SEDEX,636.18,2014.18,7308.78,83.34,84.24,41.69,13.75,25.4,,,245.26,5.23
SEDEX,537.53,2319.48,2362.58,128.43,93.37,45.22,16.35,34.31,,,322.77,6.92
SEDEX,1109.81,2860.47,3350.92,133.86,107.38,52.62,17.7,34.35,,,347.33,7.73
SEDEX,1091.44,2585.52,2448.34,89.37,91.38,52.46,15.17,30.12,,,291.46,6.58
SEDEX,887.05,2588.29,4182.71,108.14,87.73,43.99,14.69,27.63,,,276.13,5.96
SEDEX,693.07,2327.66,5716.73,113.13,94.46,49.67,12.89,28.03,,,273.01,6.09
SEDEX,642.26,2132.47,8047.18,110.2,83.97,36.47,15.07,25.63,,,261.29,5.59
SEDEX,2001.92,2906.65,1429.84,13.84,249.98,29.09,39.15,153.81,,,1444.16,28.45
SEDEX,2441.46,3225.26,1570.95,17.99,274.64,31.52,44.94,170.71,,,1611.11,31.72
SEDEX,2148.57,2808.4,1437.64,18.03,254.47,28.84,38.05,148.48,,,1456.24,28.26
SEDEX,2336.06,3238.07,1390.73,21.05,270.39,31.16,40.34,166.11,,,1642.08,29.89
SEDEX,2561.55,3371.23,1701.87,18.8,312.81,30.11,53.18,198.77,,,1938.88,37.64
SEDEX,2199.84,2921.61,1447.2,39.97,256.09,33.18,35.75,128.55,,,1240.53,24.35
SEDEX,1879.4,2732.63,1257.2,44.77,226.5,27.32,34.55,134.5,,,1320.42,25.58
SEDEX,2183.6,3032.35,1445.31,20.97,259.75,28.25,41.23,156.51,,,1485.74,28.51
SEDEX,2686.63,3831,1666.6,15.16,314.97,27.53,51.48,193.24,,,1836.97,35.59
SEDEX,2031.63,2909.43,1364.83,13.18,259.52,28.03,43.11,164.19,,,1539.05,30.89
SEDEX,2696.24,3412.73,1586.7,14.15,309.66,31.38,49.77,193.27,,,1769.55,34.05
SEDEX,489.44,7023.89,900.55,52.12,631.52,10.8,105.2,102.26,,,1336.78,17.96
SEDEX,592.89,7475.68,714.69,57,647.15,9.15,135.91,128.05,,,1646.85,23.64
SEDEX,912.41,7440.42,703.93,59,587.48,9,120.99,114.58,,,1475.23,22.1
SEDEX,352.47,6624.63,1529.17,53.98,612.56,9.33,109.01,94.89,,,1316.82,19.05
SEDEX,460.23,7601.75,920.35,52.67,630.03,10.11,121.77,114.25,,,1468.52,20.57
SEDEX,124.11,658.72,60.86,23.47,9.58,3.6,1.88,1.2,,,249.72,0.14
SEDEX,144.91,780.44,116.14,20.39,16.19,7.2,5.34,2.36,,,190.88,0.64
SEDEX,128.68,650.44,79.81,21.53,9.41,8.4,1.47,1.14,,,302.56,0.27
SEDEX,487.19,1084.4,533.45,86.85,476.73,17.08,49.28,182.57,,,2751.53,17.94
SEDEX,448.6,1362.19,537.14,73.44,516.27,14.52,59.82,176.98,,,2410.54,17.38
SEDEX,398.09,1177.01,503.03,78.2,508.17,26.88,50.78,153.59,,,2001.63,14.35
SEDEX,435.89,1160.83,505.51,89.79,484.71,22.92,51.52,157.84,,,2378.31,17.46
SEDEX,416.71,1095.67,475.13,81.96,483.57,31.11,46.44,157.89,,,2262.03,15.7
SEDEX,454.46,1108.15,500.42,84.58,477.36,26.88,54.32,170.29,,,2495.65,16.44
SEDEX,441.2,1208.72,569.67,95.08,663.14,48.39,67.93,165.09,,,2475.86,18.79
SEDEX,254.6,1925.79,708.49,130.41,2823.09,275.36,141.52,242.01,,,2694.04,19.71
SEDEX,255.48,1951.77,679.07,137.21,2810.69,293.42,146.85,238.39,,,2721.33,19.76
SEDEX,257.85,2088.02,735.2,129.74,2687.63,284.53,149.55,225.11,,,2476.1,18.36
SEDEX,256.21,1989.23,694.67,136.45,2929.84,256.58,147.32,245.11,,,2854,20.83
SEDEX,247.53,1951.17,691.3,133.88,2946.06,262.68,134.51,236.57,,,2588.52,19.11
SEDEX,255.31,1994.38,700.64,142.51,3023.42,301.4,146.04,246.32,,,2735.57,20.73
SEDEX,257.17,2033.94,688.91,134.39,2669.97,261.3,144.41,235.1,,,2488.79,19.56
SEDEX,9.38,221.36,3584.88,51.79,292.19,<LOD,4.99,55.71,,,4271.12,1.73
SEDEX,8.48,186.97,2985.66,15.79,168.26,22.63,4.27,34.81,,,1082.84,2.39
SEDEX,17.8,285.58,1447.6,18.34,505.42,24.43,8.88,96.98,,,2105.01,5.45
SEDEX,15.95,220.37,1879.87,32.88,293.1,28.05,5.69,78.66,,,4530.69,5.55
SEDEX,28.27,295.6,971.31,16.44,244.41,<LOD,7.11,71,,,2092.45,4.44
SEDEX,18.51,473.11,1805.32,33.24,326.11,28.2,9.01,90.67,,,4186.53,9.06
SEDEX,23.79,407.92,3218.21,23.48,287.2,29.86,7.57,60.37,,,3288.99,6.24
SEDEX,14.92,441.88,2600.09,26.76,258.3,22.2,9.32,79.52,,,4165.96,6.49
SEDEX,15.27,313.26,1526.5,21.5,468.01,<LOD,5.69,114.17,,,2498.52,4.84
SEDEX,1.05,186.23,274.9,24.64,55.82,<LOD,10.94,22.38,,,175.05,0.46
SEDEX,3.49,279.13,247.9,58.26,33.49,<LOD,10.66,10.79,,,77.84,0.38
SEDEX,5.59,897.62,708.32,38.8,267.25,<LOD,64.39,239.44,,,2967.34,1.89
SEDEX,2.39,161.87,288.23,91.69,21.02,17.42,6.55,2.03,,,44.51,<LOD
SEDEX,2,154.88,463.96,30.3,46.88,<LOD,9.3,15.54,,,131.65,<LOD
SEDEX,3.11,703.93,639.89,38.22,197.52,<LOD,47.55,142.23,,,1582.66,1.26
SEDEX,3.85,745.85,509.27,23.54,219.84,<LOD,51.95,197.1,,,2151.58,1.76
SEDEX,60.93,1862.9,8484.79,158.24,283.67,47.32,67.02,88.53,,,1205.41,6.87
SEDEX,24.29,631.55,3248.72,68.7,386.72,62.58,8.18,178.59,,,7080.85,3.91
SEDEX,13.8,452.57,3958.78,29.25,439.7,73.96,6.58,184.53,,,9042.06,2.72
SEDEX,16.98,597.09,2755.2,32.03,199.01,68.75,8.89,137.91,,,7135.32,3.61
SEDEX,3.22,2290.68,174.03,736.71,328.79,10.67,0.67,10.72,,,377.87,0.43
SEDEX,13.79,896.75,4157.21,595.83,259.2,164.3,84.62,223.57,,,3874.56,5.51
SEDEX,66.2,1738.92,1423.46,303.2,256.46,39.28,27.65,145.41,,,2845.02,6.54
SEDEX,31.24,1631.33,1211.19,284.29,193.92,38.13,23.57,123.46,,,3154.88,4.2
SEDEX,50.69,2830.4,2284.89,356,255.04,52.59,29.06,146.81,,,4975.51,5.97
SEDEX,8.97,622.12,1691.11,509.23,238.8,64.07,34.57,172.64,,,3748.57,7.21
SEDEX,19.06,1081.44,4413.66,602.62,267.74,155.4,88.09,223.85,,,4149.22,7.52
SEDEX,66.1,1410.4,1956.63,294.48,209.35,44.82,26.54,127.65,,,1646.69,2.86
SEDEX,12.22,803.43,3518.41,557.91,243.7,126.94,74.15,212.41,,,3444.19,6.2
SEDEX,18.28,901.72,1851.22,462.19,247.28,64.59,38.08,179.79,,,2286.05,6.55
SEDEX,18.5,779.77,2422.26,507.46,243.07,56.62,37.96,191.79,,,1984.73,5.3
SEDEX,84.15,1212.71,4764.48,490.33,258.73,141.88,77.29,221.33,,,3733.77,6.91
SEDEX,12.66,696.76,2968.58,685.01,265.11,163.2,66.03,221.97,,,3173.89,6.57
SEDEX,97.64,2884.2,1860.77,287.85,303.89,42.07,37.8,171.29,,,4704.58,4.6
SEDEX,12.47,770.92,1716.94,592.05,246.59,63.86,31.41,167.61,,,4153.77,9.99
SEDEX,20.71,1070.87,5362.12,649.41,306.49,160.03,70.3,233.96,,,4673.64,10.49
SEDEX,240.36,1646.87,4923.1,350.37,564.43,30.32,60.17,154.98,,,4090.46,11.26
SEDEX,258.51,1445.61,1811.6,171.78,520.29,21.81,55.45,122.93,,,2621.52,9.38
SEDEX,273.65,1307.54,1652.08,164.77,536.73,19.06,57.64,120.37,,,3271.75,9.86
SEDEX,196.07,1995.17,3286.04,299.08,602.13,27.56,69.31,171.2,,,8052.37,13.66
SEDEX,198.45,838.26,937.6,75.73,915.39,4.11,51.64,755.28,,,9448.49,5.75
SEDEX,221.18,997.82,1010.05,458.31,1027.32,5.66,56.88,799.96,,,8823.95,5.92
SEDEX,253.06,820.48,718.27,35.39,914.02,4.58,44.95,620.46,,,5116.84,4
SEDEX,10.52,216.68,544.48,50.42,280.36,0.43,36.77,317.42,,,1299.41,1.87
SEDEX,5.3,157.11,628.31,74.59,226.13,1.69,17.06,127.11,,,1618.22,0.71
SEDEX,232.96,1062.72,832.69,65.32,1075.74,8.02,51.81,674.43,,,7519.41,3.11
SEDEX,234.96,982.66,847.03,109.76,1014.6,0.76,59.26,720.58,,,5417.58,3.26
SEDEX,233.11,909.74,710.58,46.14,1006.75,3.05,40.73,577.32,,,4570.92,2.45
SEDEX,9,180.37,530.83,64.62,221.78,0.46,26.78,191.45,,,3624.91,1.63
SEDEX,225.06,854.48,763.39,72.12,917.84,4.68,45.05,656.89,,,4836.39,4.61
SEDEX,221.17,967.41,830.8,51.74,1030.68,6.24,49.11,699.87,,,6668.52,3.98
SEDEX,7.41,144.71,573.05,66.67,261.63,1.69,23.08,146.65,,,1429.69,0.66
SEDEX,8.35,157.43,440.16,54.65,196.33,1.02,19.07,152.11,,,1233.49,1.19
SEDEX,275.8,1091.07,990.81,64.8,1213.93,4.99,60.52,839.37,,,6745.05,6.3
SEDEX,5.89,145.7,400.93,59.41,193.93,3.38,18.77,117.96,,,1296.76,0.82
SEDEX,232.53,878.63,734.97,88.21,1018.93,3.56,41.32,631.31,,,5660.27,3.46
SEDEX,4.51,129.05,431.99,71.59,175,<LOD,12.71,108.68,,,2198.18,0.69
SEDEX,3.43,284.6,6284.69,398.7,152.62,59.77,15.9,53.88,,,8740.14,0.25
SEDEX,6.31,397.96,6055.29,322.33,177.12,56.04,14.75,60.64,,,5614.93,0.16
SEDEX,2.51,458.96,571.94,18.98,566.18,20.81,2.33,11.89,,,413.23,0.05
SEDEX,3.8,431.13,451.77,26.63,526.68,21.74,1.34,10.16,,,524.8,0.02
SEDEX,5.37,798.85,215.89,39.55,946.52,39.94,0.78,4.93,,,459.59,0.08
SEDEX,4.7,524.79,1152.48,430.99,577.06,9.34,31.82,370.22,,,4314.98,1.52
SEDEX,4.64,592.54,1004.43,2870.24,616.31,15.99,30.66,371.2,,,7556.01,2.51
SEDEX,7.26,563.07,1195.76,426.35,589.41,10.54,29.04,425.28,,,3685.51,1.4
SEDEX,3.6,567.93,653.12,324.48,671.06,9.13,37.03,421.86,,,4525.53,1.81
SEDEX,5.37,699.59,1311.29,406.49,602.93,13.32,36.64,491.98,,,4915.47,1.04
SEDEX,53.12,2256.85,3453.21,28.71,1289.74,13.82,31.83,266.1,,,2576.4,<LOD
SEDEX,48.73,2041.21,4689.65,94.38,1091.67,7.8,20.31,212.75,,,2179.86,<LOD
SEDEX,62.43,2730.61,3429.83,35.02,1529.48,12.38,14.68,247.54,,,2289.98,<LOD
SEDEX,53.71,2154.63,2427.54,38.28,944.42,17.01,32.36,188.88,,,1789.29,<LOD
SEDEX,54.38,2262.31,3590.35,31.76,1371.6,12.67,28.85,250.88,,,2373.36,<LOD
SEDEX,319.06,3514.6,9776.65,411.13,429.55,26.17,13.69,112.45,,,4413.21,14.26
SEDEX,106.22,2718.46,4801.53,54.11,216.16,382.04,54.31,107.37,,,557.28,3.06
SEDEX,44.9,3164.87,4802.63,88.59,205.75,387.63,41.67,95.39,,,1034.95,3.86
SEDEX,75.26,2876.72,4618.82,53.01,204.84,351.34,32.7,83.15,,,834.27,3.35
SEDEX,206.09,3030.8,4481.04,36.23,319.94,364.47,27.12,54.98,,,517.94,2.73
SEDEX,201,3537.53,4163.58,46.23,285.09,358.89,30.3,57.02,,,773.85,3.71
SEDEX,50.55,2617.93,4520.76,54.37,163.19,310.92,30.1,68.23,,,630.69,2.89
SEDEX,128.03,2736.45,5399.05,73.94,193.72,357.32,46.23,95.93,,,562.51,2.73
SEDEX,37.99,2824.01,4664.89,75.14,209.51,419.75,48.48,139.63,,,800.33,3.17
SEDEX,48.89,3336.16,4608.89,76.2,205,397.03,63.57,135.25,,,618.09,3.04
SEDEX,58.15,2959.09,4886.18,56.15,203.07,376.63,47.17,118.48,,,923.54,3.17
SEDEX,30.81,2819.56,4543.02,51.25,189.37,381.32,32.63,97.79,,,1094.46,3.68
SEDEX,121.62,2862.92,3998.71,56.84,227.91,388.29,32.74,95.29,,,764.83,3.25
SEDEX,40.17,3340.76,4921.5,88.45,223.32,436.5,48.72,127.08,,,789.72,3.39
SEDEX,65.82,3411.36,4146.25,33.24,215.45,337.46,24.44,50.79,,,505.39,2.77
SEDEX,44.4,2842.7,4483,66.14,200.22,378.58,35.39,91.48,,,860.24,3.63
SEDEX,946.96,3449.24,1107.85,8.82,621.03,246.9,12.94,30.97,,,208.17,1.31
SEDEX,1072.6,3519.27,565.99,9,928.55,261.52,4.86,15.86,,,210.28,0.99
SEDEX,1044.67,3998.97,760.74,33.88,933,270.43,6.66,19.53,,,170.52,1.23
SEDEX,1038.07,2937.24,411.75,138.48,753.02,179.45,1.86,12.57,,,205.64,0.98
SEDEX,1173.94,3989.43,1507.35,18.22,561.06,271.3,15.38,45.78,,,244.55,2.07
SEDEX,747.3,2487.91,66.19,6.04,592.28,168.96,0.55,2.71,,,41.29,0.25
SEDEX,38.81,1393.87,7604.78,18.35,627.91,260.39,27.88,355.87,,,690.41,2.87
SEDEX,37.72,1604.33,4721.38,65.73,396.74,375.69,24.07,321.21,,,629.89,2.22
SEDEX,34.86,1684.02,4424.37,29.35,405.32,275.71,21.57,291.43,,,549.47,2.35
SEDEX,29.43,1273.38,3543.34,13.58,937.08,175.86,24.72,358.04,,,679.52,3.01
SEDEX,46.23,2044.2,4702.51,24.05,375.16,364.78,21.32,259.54,,,504.36,1.89
SEDEX,38.36,1283.75,4251.23,21.18,1178.91,241.95,25.98,347.6,,,693.09,2.44
SEDEX,35.9,1906.64,4842.03,13.8,544.43,229.93,32.04,395.64,,,754.46,3.32
SEDEX,8.51,5419.52,1750.52,65.73,241.7,409.64,7.85,42.06,,,117.86,0.52
SEDEX,30.5,4520.57,1103.06,39.4,271.84,261.32,8.72,48.39,,,140.55,0.35
SEDEX,15.67,1704.22,1896.53,156.63,289.4,278.92,6.61,36.74,,,119.83,0.44
SEDEX,43.6,5429.28,7422.35,2254.41,298.79,264.87,7.2,47.37,,,130.32,0.36
SEDEX,27.23,2181.79,2312.2,17.92,365.86,262.09,8.8,48.22,,,105.14,0.53
SEDEX,51,362.13,1471.99,138.83,119.42,8.7,2.8,35.67,,,56.67,0.31
SEDEX,43.46,261.04,1454.79,62.17,117.41,5.47,2.4,51.83,,,80.86,0.3
SEDEX,188.89,699.95,3343.78,75.56,316.9,10.76,5.82,189.52,,,333.26,2.09
SEDEX,24.33,383.71,2566.63,55.22,187.11,12.93,2.73,60.06,,,77.54,0.3
SEDEX,145.17,605.56,6270.51,91.19,362.42,14.92,6.72,171.07,,,250.4,1.27
SEDEX,133.32,505.84,4712.77,92.74,336.23,20.89,5.33,165.65,,,253.17,1.32
SEDEX,4.48,90.45,840.84,23.55,533.79,1.94,3.32,72.75,,,7832.7,0.46
SEDEX,2.09,46.09,40.28,2181.93,711.37,2.92,0.31,2.94,,,998.18,0.03
SEDEX,3.04,66.64,59.58,4918.49,714.63,2.4,0.33,3.9,,,1837.37,0.05
SEDEX,2.81,75.24,29.45,2743.89,693.2,1.36,0.28,3.28,,,2046.11,0.03
SEDEX,15.21,330.45,44.17,2894.97,715,1.25,0.61,4.68,,,3423.06,0.02
SEDEX,2.25,35.14,214.96,4765.13,802.35,4.42,0.58,4.49,,,2018.07,0.02
SEDEX,4.58,69.85,76.27,3107.65,700.8,1.33,0.46,4.92,,,1142.97,0.05
SEDEX,1,32.84,28.87,2892.48,609.06,1.91,0.31,3.32,,,911.41,0.05
SEDEX,0.28,57.79,11.26,581.09,810.21,1.54,0.18,1.88,,,406.66,0.03
SEDEX,1.73,32.38,29.2,1822.49,721.19,1.29,0.48,4.57,,,631.18,0.07
SEDEX,4.16,789.14,29.37,506.98,898.62,0.86,0.69,6.83,,,2821.96,0.04
SEDEX,10.14,787.68,19.71,561.65,801.56,1.29,0.42,4.58,,,3392.18,0.02
SEDEX,0.54,281.02,7.42,758.47,795.68,1.58,0.1,2.2,,,756.96,0.12
SEDEX,5.74,227.08,147.21,7905.58,957.74,1.54,1.01,8.67,,,3815.35,0.12
SEDEX,29.32,355.91,325.07,2015.22,714.9,2.29,7.82,54.89,,,7436.48,0.07
