Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
IOCG,581,961,0.1675,0.30185,28.382,11,0.01435,0.02445,0.1906,,0.02275,0.01
IOCG,3516.419532,963.6699219,,0.3775,72.0173655,17.3746919,0.0157,0.0216,0.21675,0.024344832,0.035,0.0056
IOCG,2421.225932,964.2146651,,0.30245,89.75108079,51.13208203,0.0107,0.0447,0.2547,0.006126852,0.0177,0.0087
IOCG,848.503906,2796.646037,,0.3032,452.7533383,52.29602892,0.149953232,0.02795,0.22135,0.009070121,0.169895943,0.00675
IOCG,588.9477765,2823.755581,,0.3935,121.331401,71.63657548,0.01555,0.0369,0.456060128,0.0239,3.383147044,0.017774202
IOCG,710,2824,525.8,20.38,567.7,39.24,0.106,0,0,0.269,0.3,0.568
IOCG,304.8,2834,543,6.972,108.5,41.37,12.68,0.436,0,19.88,421.9,19.68
IOCG,974.9,2854,13.92,3.921,134.5,87.2,0.197,12.55,0,24.63,20.76,6.248
IOCG,5515,1645,28.56,4.57,1151,115.3,0,0.039,0,63.74,0.883,3.147
IOCG,17910,1733,10.48,31.69,7136,74.09,0.789,0.967,0,1.913,8.282,4.923
IOCG,3565,1790,16.66,4.08,3512,71.44,5.762,0.469,0,7.131,16.1,8.332
IOCG,1510,1857,7.99,5.664,89.69,77.02,0.147,14.45,0,1075,24.05,8.724
IOCG,333,1860,0.105,0.5347,0.8709,13,0.3192,1.0471,1.1318,,2.0917,0.0196
IOCG,1320,1881,10.54,3.595,56.11,78.29,0.344,14.23,0,718.7,19.89,11.16
IOCG,3300,1900,7.95,1.9,4.4,21.88557434,0.88,0.19,0.456060128,0.23,4.6,0.89
IOCG,14890,1932,6.219,4.08,1777,59.73,0,0,0,6.149,0.577,0.552
IOCG,5638,1941,7.269,5.363,1393,96.25,0.176,0.249,0,1.278,2.525,5.23
IOCG,6288,2015,734.3,7.617,4746,76.4,0.103,0.193,0,2.497,0.586,2.76
IOCG,14440,2101,35.09,7.855,5273,77.27,0.051,0.29,0,0.79,0.823,1.463
IOCG,201,2187,3.377,2.287,173.2,42.01,0,0.024,0,7.827,0.536,0.056
IOCG,660,975,0.1037,0.41575,31.5023,14,0.0107,0.0431,0.0935,,0.0238,0.0066
IOCG,3111.188832,985.3271655,,0.3062,67.63089752,16.70643185,0.0108,0.02505,1.800843457,0.01,0.02065,0.005189411
IOCG,2500,1000,8.96,1.8,2.2,71.63657548,0.12,0.19,0.198515922,0.059,0.15,0.098
IOCG,2700,1000,26.02,1.7,2.5,14.53586916,0.3,0.24,0.2462,0.21,1.3,0.19
IOCG,363.9,1136,16.87,6.958,90.07,82.43,0.129,29.74,0,1373,46.03,9.44
IOCG,2807.087131,1164.614483,,0.3567,161.8919248,21.10259929,0.01275,0.0325,0.118734315,0.01155,0.0432,0.00525
IOCG,589.3,1190,11.94,3.812,97.02,64.28,0.074,16.46,0,18.26,24.66,9.94
IOCG,2500,1200,1029.06,114.4,2.9,22.07657356,12,5.8,0.31525,0.72,26,8.6
IOCG,2931,1203,6.26,3.381,3692,85.33,0,0.083,0,1.209,3.594,1.049
IOCG,1344,1249,5.25,3.73,3342,62.51,0.088,0.028,0,7.314,1.288,0.938
IOCG,2500,1300,6.06,1.9,4.2,71.77425761,0.22,0.29,0.30555,0.038,0.55,0.13
IOCG,1300,1300,2.81,1.6,bdl,22.48835804,1.2,0.36,0.18325,0.027,3.5,3.5
IOCG,6100,1300,1093.84,18,1.8,22.16535346,10,5.7,0.125111023,0.11,340,36
IOCG,1194,1328,21.76,4.314,314.8,34.03,0.045,0.023,0,0.648,0.032,0.117
IOCG,2036,1346,4.806,2.938,4412,75.01,0.041,0.077,0,20.97,2.038,0.905
IOCG,2999,1350,28.67,3.156,351,17.42,4.537,0.117,0,31.62,147.8,12.81
IOCG,6600,1400,36.57,2.3,7.4,23.52731345,1.1,0.07,0.1207,0.011,16,0.83
IOCG,802.9707071,1431.226597,,0.45195,531.1763549,37.20664279,0.0126,0.0308,0.09705,0.0163,0.02215,0.008079598
IOCG,2200,1500,5.51,2.7,3.3,27.57467802,4.3,0.85,0.0931,0.22,34,17
IOCG,2992,1539,15.25,1.749,5165,70.45,0.412,0.801,0,1.904,11.71,4.812
IOCG,2100,1600,1.58,2.3,2,23.16771778,0.25,bdl,0.21675,0.59,4.7,0.6
IOCG,1395,1612,16.22,39.78,117.5,51.05,16.4,0.136,0,0.683,6.45,2.734
IOCG,601.6,1613,17.78,7.625,223.9,121,0.373,32.33,0,16.15,57.75,16.16
IOCG,353.4,1644,3.048,2.614,94.68,41.37,0.025,0.024,0,8.028,1.944,0.142
IOCG,574.197228,2520.67495,,0.722719879,114.3890031,71.77425761,0.01055,0.02275,0.31525,0.01,0.0258,0.00775
IOCG,2868,2547,72.04,28.87,1719,23.26,7.813,3.563,0,0.559,607.3,68.06
IOCG,494.4764041,2600.434591,,0.806085333,131.0652968,73.59145013,0.517711675,0.02425,0.34545,0.0264,0.77929677,1.185292102
IOCG,1488,2660,8.978,5.011,130.5,97.39,0.295,13.45,0,3237,17.3,4.32
IOCG,301.5,2685,2855,5.882,126.2,57.28,10.66,0.17,0,8.151,28.23,8.972
IOCG,4295,2768,5.957,5.712,1297,86.33,1.881,0.111,0,68.38,3.632,2.185
IOCG,896.7682364,2775.003887,,0.666014205,117.8312542,70.13821371,0.011389013,0.0352,1.322319226,0.018004324,0.845509383,0.030203155
IOCG,1201.807468,2197.905791,,0.2467,167.2169889,23.16771778,0.01075,0.01295,0.2439,0.011419857,0.02445,0.0086
IOCG,3700,2200,35.79,3.2,3.9,43.34529865,0.057,0.027,0.1907,0.19,1.6,0.015
IOCG,3600,2200,20.32,2.6,3.7,35.71014286,0.042,bdl,1.800843457,0.1,0.91,0.097
IOCG,666.1,2210,2.378,4.384,240.7,67.39,0,0.021,0,1.945,0.046,0.033
IOCG,5894,2269,304.6,54.3,3506,15.4,27.22,2.849,0,0.941,665.3,79.01
IOCG,1024,2270,2009,5.592,125.3,45.54,8.944,0.17,0,2.32,19.52,8.579
IOCG,15500,2271,5189,19.35,7951,76.4,47.54,0.138,0,4.725,1.945,5.703
IOCG,17260,2330,1115,23.09,9701,81.36,0.647,0.166,0,4.266,0.348,2.965
IOCG,5409,2356,67.02,3.928,2335,13.71,0.847,0.599,0,4.299,39.73,12.19
IOCG,4670,3883,7933,9.929,1260,79.88,11.7,2.03,0,142.1,56.63,30.97
IOCG,262.1765826,3995.676618,,0.3794,76.45164038,50.33467609,2.746442605,0.24841751,7.795798829,0,10.34307933,0.911083959
IOCG,1768,4219,12.37,4.829,94.21,75.25,0.21,15.02,0,2018,19.2,8.033
IOCG,5046,4282,46.58,3.808,1729,90.3,0,0,0,44.04,1.067,0.718
IOCG,3265,4320,3.954,4.466,308.9,85.29,0,1.454,0,40.54,0.483,0.18
IOCG,15140,4387,1812,15.78,8227,121.6,50.65,0.515,0,698.3,125.7,10.92
IOCG,2013,4464,502.4,17.89,112.9,59.56,0.023,0.07,0,16.36,1.406,3.019
IOCG,3188,4701,48.21,7.344,2864,107,7.039,1.508,0,12.15,48.01,20.33
IOCG,497.7,4763,2958,114.4,545.8,57.29,0.572,0,0,6.427,1.863,2.572
IOCG,684.4,4764,13.73,2.565,863.1,71.44,0.059,0.028,0,0.806,0.541,0.181
IOCG,1382,5568,10.05,4.793,83.8,96.75,0.221,10.61,0,600.3,13.91,4.084
IOCG,8615,5608,8.683,4.663,5984,119.1,0.823,0.746,0,0.556,6.042,3.747
IOCG,14170,5777,91.82,19,4749,115.1,0.382,0.497,0,1.862,5.14,4.646
IOCG,2818,6680,5.931,5.011,135.7,82.74,0.049,3.586,0,6.7,3.815,0.731
IOCG,3799,6980,3.676,4.67,117.4,85.21,0,0.572,0,5.449,0.699,0.26
IOCG,1607,7161,8.793,6.767,77.18,76.86,0.15,11.41,0,89.3,16.19,5.928
IOCG,2497,7280,4.901,6.1,272.5,80.75,0.021,2.926,0,6.654,3.228,1.019
IOCG,1633,7356,5.55,6.195,161.6,84.1,0,3.71,0,2.079,3.274,0.748
IOCG,2090,7892,8.433,6.672,114.7,99.14,0.172,12.58,0,26.87,18.67,5.586
IOCG,3728,8020,12.61,4.766,101.7,87.44,0.129,5.004,0,12.81,3.569,0.607
IOCG,10920,8214,17.06,15.27,3995,90.3,1.293,0.884,0,11.01,4.096,17.21
IOCG,4037,8910,5.189,6.481,140.4,62.38,0.029,0.933,0,1143,1.152,0.101
IOCG,9407,2463,5174,13.41,1131,62.51,30.65,1.657,0,1.598,225.5,81.53
IOCG,6307,2864,957.5,18.3,1476,109.1,23.56,2.679,0,2.96,75.13,91.09
IOCG,586.7206204,3008.924502,,0.705137455,123.0884411,72.74977817,0.01625,0.05065,0.2462,0.006836875,0.02705,0.00425
IOCG,2016,3102,3.533,3.73,895.7,103.2,0.029,0.055,0,2.751,3.349,1.916
IOCG,358.8,3103,110.4,23.82,273.4,37.34,1.694,0.054,0,0.973,3.556,2.06
IOCG,690.771819,3142.174166,,0.41935,123.6653735,76.20723612,0.011317689,0.0211,0.198515922,0.01125,0.0221,0.01
IOCG,99.22,3249,8.657,31.77,588.9,45.38,0.675,0.123,0,518.3,2.526,1.085
IOCG,739.3105076,3327.308653,,0.3552,128.1383108,77.70189653,0.0118,0.02655,0.30555,0.0252,0.02175,0.020279361
IOCG,240.4,3493,17.8,99.92,207,62.38,8.751,0.276,0,4.471,114.6,11.66
IOCG,1830,3550,5.55,4.956,140.6,94.68,0.108,1.102,0,92.96,3.375,2.342
IOCG,10830,3751,249.6,4.243,1970,68.07,0.041,0.193,0,34.66,0.198,3.942
IOCG,2961,3800,5.189,2.573,103,72.4,0.021,1.399,0,130.2,1.701,0.52
IOCG,15230,3865,108.2,5.829,8202,72.43,55.18,0.387,0,1.07,6.802,8.308
Skarn Cu-(Fe),3.32,474.88,0.16,0.89,2797.56,86.12,0.52,0.28,3.77,,1.34,0.31
Skarn Cu-(Fe),1.88,0.63,0.13,0.86,137.27,1.24,0.41,0.96,0.82,,,0.27
Skarn Cu-(Fe),2310,11.84,0.142,0.285,0.999,2.411,,,0.04,0.02,,
Skarn Cu-(Fe),28.84,1.157,0.147,0.414,2.211,0.188,,0.044,1.43,0.052,1.49,0.066
Skarn Cu-(Fe),87.51,27.56,0.17,0.53,1374.26,73.61,,0.26,12.37,0.47,0.94,0.43
Skarn Cu-(Fe),35.66,158.7,0.173,0.327,37.23,5.063,0.018,,0.07,,,
Skarn Cu-(Fe),39,0.415,0.178,0.363,15.39,0.045,0.23,0.012,,,0.009,0.033
Skarn Cu-(Fe),111.76,0.58,0.18,0.38,3116.39,22.75,,0.43,0.58,0.17,,0.39
Skarn Cu-(Fe),0.23,2.88,0.18,0.28,13.15,,,0.19,,,0.19,0.63
Skarn Cu-(Fe),0.66,0.27,0.18,0.96,1243.47,16.34,0.12,,126.94,0.11,0.45,0.38
Skarn Cu-(Fe),34.22,1.107,0.185,0.451,0.208,0.056,0.384,0.008,2.41,,0.232,0.029
Skarn Cu-(Fe),293.4,117.8,0.188,0.268,7.2,0.06,0.054,,,,2.796,0.033
Skarn Cu-(Fe),49.51,0.915,0.197,0.38,0.049,0.101,0.451,,15.58,0.051,0.829,0.045
Skarn Cu-(Fe),22.9,22.58,0.207,0.333,6.597,3.492,,,0.14,,,
Skarn Cu-(Fe),37.04,0.253,0.222,0.544,18.02,0.038,2.954,0.074,5.58,0.095,2.267,0.32
Skarn Cu-(Fe),183.5,13.83,0.228,0.389,197.4,1.795,,,0.15,,,
Skarn Cu-(Fe),21.9,63.64,0.229,0.411,8.037,2.851,0.034,0.01,0.07,,,
Skarn Cu-(Fe),23.09,16.64,0.03,0.523,43.2,2.812,,,0.11,0.023,,
Skarn Cu-(Fe),11.03,18.07,0.06,0.144,33.28,1.306,0.036,,,,0.102,0.075
Skarn Cu-(Fe),12.44,0.097,0.063,0.382,1.959,0.024,0.077,,,,0.009,0.009
Skarn Cu-(Fe),0.062,1.358,0.109,0.496,109,2.086,0.032,,0.04,0.065,,
Skarn Cu-(Fe),0.91,1.25,0.11,1.16,57.5,1.61,,0.33,0.19,,,0.16
Skarn Cu-(Fe),36.52,0.102,0.116,0.256,15.69,0.252,,,1.28,0.042,0.026,0.007
Skarn Cu-(Fe),12.61,3.884,0.129,0.388,0.377,0.075,,,5.63,0.006,0.029,0.023
Skarn Cu-(Fe),25.5,0.384,0.155,0.518,12.52,0.169,0.064,,0.42,0.046,2.111,0.025
Skarn Cu-(Fe),11.05,22.8,0.159,0.364,7.103,0.081,0.016,,1.99,,0.019,0.018
Skarn Cu-(Fe),33.37,0.187,0.233,0.263,16.16,0.419,,,0.58,,0.344,0.012
Skarn Cu-(Fe),11.17,38.01,0.239,0.38,10.88,0.539,,,0.09,0.024,0.265,0.014
Skarn Cu-(Fe),0.41,0.6,0.24,0.97,1735.98,12.99,,,23.28,0.34,,0.19
Skarn Cu-(Fe),24.37,0.316,0.244,0.76,1.309,0.18,,0.007,,,5.548,0.108
Skarn Cu-(Fe),1.227,10.04,0.245,0.485,0.168,0.029,0.392,0.023,,0.023,4.832,0.404
Skarn Cu-(Fe),16.25,15.13,0.248,0.397,4.964,0.055,,0.032,22.62,0.009,0.327,0.132
Skarn Cu-(Fe),5.43,1.55,0.25,0.49,1682.88,3.14,0.16,,0.42,1.23,0.47,0.12
Skarn Cu-(Fe),11.59,17.71,0.27,0.59,784.63,5.78,0.64,0.13,3.98,3.14,0.76,0.72
Skarn Cu-(Fe),0.23,0.5,0.44,0.97,1997.39,3.94,0.19,,22.62,0.12,0.72,0.22
Skarn Cu-(Fe),83.97,151.7,0.44,0.498,18.76,2.37,0.022,0.026,1.47,,3.604,0.179
Skarn Cu-(Fe),0.858,1.1,0.478,0.455,4.181,0.053,0.164,0.037,,0.027,1.156,2.419
Skarn Cu-(Fe),582.4,67.83,0.944,18.56,3.645,0.043,9.091,0.025,,0.014,21.6,12.05
Skarn Cu-(Fe),0.39,0.32,0.99,1.13,55.36,5.24,0.99,,3.96,0.53,0.25,0.38
Skarn Cu-(Fe),0.29,0.33,0.99,1.23,22.76,42.34,,0.43,0.99,,0.65,0.62
Skarn Cu-(Fe),41.28,3.797,1.107,0.331,33.17,0.128,,0.039,0.29,,0.296,0.123
Skarn Cu-(Fe),473.4,773.3,1.15,2.936,14.44,0.133,0.376,0.01,,0.024,20.16,1.015
Skarn Cu-(Fe),390.5,220.8,0.484,0.336,3.449,0.163,0.009,0.052,,0.043,3.175,0.084
Skarn Cu-(Fe),1.498,0.161,0.526,0.73,27.63,0.137,0.245,,26.57,0.03,2.72,0.939
Skarn Cu-(Fe),22.86,9.02,0.531,0.42,0.714,0.04,0.069,0.018,67.83,,,
Skarn Cu-(Fe),3.405,2.353,0.564,0.39,1.551,0.032,,,0.82,0.052,0.022,0.019
Skarn Cu-(Fe),620.7,240.3,0.566,9.756,1.647,0.066,0.448,0.035,,0.005,25.9,1.701
Skarn Cu-(Fe),25.27,36.18,0.59,0.75,6356.62,0.65,,0.58,1.76,3.63,,2.36
Skarn Cu-(Fe),113.1,178.9,0.62,0.379,8.483,0.126,,,,0.016,,
Skarn Cu-(Fe),15.05,0.218,0.66,0.364,2.096,0.094,0.407,0.04,6.23,0.064,0.181,0.145
Skarn Cu-(Fe),40.95,8.514,0.666,0.679,49.53,0.242,0.19,0.008,3.77,0.025,0.604,0.029
Skarn Cu-(Fe),,5.86,0.71,0.52,1354.28,2.38,0.18,0.62,0.99,0.29,0.34,0.65
Skarn Cu-(Fe),4.21,,0.35,0.84,392.14,0.54,,,0.12,0.32,0.37,0.19
Skarn Cu-(Fe),3.138,155.1,0.378,0.32,10.32,1.589,0.153,,0.05,0.043,3.37,1.529
Skarn Cu-(Fe),638.9,266.5,0.397,0.422,2.604,0.03,,,,,2.106,0.039
Skarn Cu-(Fe),22.2,0.141,0.404,1.487,2.849,0.269,0.51,0.037,3.78,0.061,1.406,0.019
Skarn Cu-(Fe),1223,37.06,0.416,0.368,5.277,1.669,,,,,2.808,0.147
Skarn Cu-(Fe),19.59,1.525,0.428,0.357,0.592,0.118,0.428,,,0.036,2.985,0.219
Skarn Cu-(Fe),18.12,17.74,0.27,0.61,261.18,2.41,0.46,0.41,,0.26,2.97,0.41
Skarn Cu-(Fe),10.85,7.642,0.278,0.517,2.136,0.051,,0.006,0.22,,0.034,0.048
Skarn Cu-(Fe),1.26,0.7,0.28,0.52,5736.02,3.69,0.66,0.59,0.06,0.11,265.63,0.67
Skarn Cu-(Fe),56.5,4.167,0.293,0.189,74.36,2.732,,0.029,0.11,,0.022,0.018
Skarn Cu-(Fe),17.74,16.4,0.301,0.384,0.329,0.014,0.05,0.008,,,0.005,0.085
Skarn Cu-(Fe),7.735,5.073,0.323,0.407,47.35,0.605,0.065,0.008,0.09,0.06,,
Skarn Cu-(Fe),331.8,195.5,0.33,0.696,328.4,3.915,0.091,,0.07,,0.096,0.497
Skarn Cu-(Fe),477.67,83.63,0.34,0.64,1767.27,53.49,0.24,0.27,2.16,0.21,0.41,0.74
Skarn Cu-(Fe),0.31,0.21,0.34,0.8,263.57,7.6,0.18,,42.35,0.23,0.72,3.38
Skarn Cu-(Fe),29.76,23.16,0.341,1.174,8.903,0.216,0.057,,,,0.553,0.33
Skarn Cu-(Fe),9237,7.054,0.342,0.489,53.41,2.095,0.017,0.012,0.08,,0.04,0.027
Skarn Cu-(Fe),1205,554.6,0.432,0.597,11.48,0.184,0.061,,,0.021,2.469,0.394
Skarn Cu-(Fe),5.906,0.845,0.73,0.338,1.08,0.198,0.395,0.04,4.28,,1.738,0.058
Skarn Cu-(Fe),670.2,1135,0.739,0.252,19.81,3.142,,,,,0.077,0.008
Skarn Cu-(Fe),489.8,9.416,0.754,0.792,3.887,3.831,0.178,,0.13,,0.943,0.334
Skarn Cu-(Fe),1.727,,0.769,0.367,1.416,0.06,,0.014,0.19,0.013,0.09,0.072
Skarn Cu-(Fe),26.55,839.62,0.78,0.56,386.34,17.37,0.12,0.34,1.43,0.15,0.14,0.24
Skarn Cu-(Fe),374,118.6,0.793,9.946,3.071,,0.108,0.018,,0.049,12.66,0.255
Skarn Cu-(Fe),1132,608.3,0.795,0.569,16.73,0.392,0.048,,,0.07,3.635,0.142
Skarn Cu-(Fe),92.6,92.94,0.816,0.365,7.689,0.158,0.044,,,0.008,0.15,0.029
Skarn Cu-(Fe),0.32,0.31,0.84,0.86,3.95,0.43,,0.93,,,0.45,0.45
Skarn Cu-(Fe),102.1,1.867,0.848,0.45,0.719,0.34,0.797,,0.99,0.022,1.381,0.12
Skarn Cu-(Fe),414.5,147.1,0.862,0.315,9.952,0.15,0.079,0.011,,0.047,9.143,0.364
Skarn Cu-(Fe),1185,363,0.89,0.38,6.512,0.062,0.092,0.061,,,16.26,0.158
Skarn Cu-(Fe),0.48,1.59,2.75,0.83,51.9,2.52,0.37,0.66,15.58,2.17,1.38,42.55
Skarn Cu-(Fe),64.9,15.2,2.824,0.672,2.736,0.084,3.106,0.063,,0.02,10.64,4.565
Skarn Cu-(Fe),10.8,4.008,2.882,2.778,34.2,0.147,0.948,0.022,14.8,0.061,19.23,19.46
Skarn Cu-(Fe),25.07,2.278,2.907,0.472,24.1,0.053,16.56,1.403,2.75,0.044,22.6,11.31
Skarn Cu-(Fe),36.65,7.85,2.93,2.74,13.15,13.56,0.09,-,-,0.58,0.5,1.63
Skarn Cu-(Fe),0.27,0.3,1.28,1.39,176.6,22.36,0.14,0.16,26.57,1.12,,
Skarn Cu-(Fe),30.13,0.675,1.285,0.555,6.385,0.073,1.89,0.143,12.37,,14.04,0.593
Skarn Cu-(Fe),188.8,152.6,1.288,0.838,10.43,0.112,0.056,0.047,,,8.091,0.215
Skarn Cu-(Fe),593.4,284.3,1.317,0.345,9.078,0.14,0.136,0.008,,,16.4,0.361
Skarn Cu-(Fe),15.6,11.86,1.348,1.045,1.863,0.065,0.096,0.268,26.47,,3.742,12.48
Skarn Cu-(Fe),0.3,0.8,1.37,0.7,649.93,7.8,0.54,,67.83,0.96,0.69,0.29
Skarn Cu-(Fe),340.7,91.74,1.477,0.493,4.013,0.264,0.055,0.033,,0.029,0.551,0.009
Skarn Cu-(Fe),0.83,0.14,1.53,1.42,663.73,24.55,,,44.47,0.24,0.22,0.7
Skarn Cu-(Fe),374,112,1.609,8.436,5.626,0.045,0.9,0.075,,0.061,44.08,1.871
Skarn Cu-(Fe),36.91,59.92,1.614,0.498,1.057,0.061,0.088,0.011,126.94,0.035,0.455,6.568
Skarn Cu-(Fe),922.9,344.5,1.637,2.904,9.115,0.089,0.902,,,0.112,15,1.913
Skarn Cu-(Fe),0.28,0.38,1.68,0.7,276.11,1.73,0.57,,14.8,1.28,,0.66
Skarn Cu-(Fe),4.48,485.45,1.75,0.51,2144.23,48.16,,0.12,3.78,0.71,0.23,0.17
Skarn Cu-(Fe),7.471,12.72,0.909,0.91,0.551,0.199,0.191,0.042,3.96,,0.08,3.554
Skarn Cu-(Fe),7.864,8.259,0.922,0.573,5.033,0.137,0.092,0.073,44.47,0.051,2.892,2.665
Skarn Cu-(Fe),797.2,251,0.931,0.974,5.285,0.033,0.103,0.03,,0.005,11.77,0.396
Skarn Cu-(Fe),595.2,80.46,1.151,1.594,2.266,0.059,0.163,0.038,,0.05,26.17,7.952
Skarn Cu-(Fe),520.3,125.1,1.17,18.54,4.111,0.083,0.206,0.032,,0.033,24.48,0.354
Skarn Cu-(Fe),1.33,25.41,1.24,0.67,83.89,1.46,3.73,0.79,2.41,0.22,69.5,24.45
Skarn Cu-(Fe),5.38,15.77,1.26,0.48,5833.72,2.18,1.86,0.72,1.28,0.35,22.48,13.48
Skarn Cu-(Fe),5.387,1.615,1.271,0.441,4.165,0.093,10.62,0.762,3.95,0.039,14.86,1.983
Skarn Cu-(Fe),12.61,13.19,2.178,5.199,30.05,0.06,2.936,0.14,0.12,,29.59,53.71
Skarn Cu-(Fe),0.95,0.15,2.35,0.28,3784.86,12,,0.19,19.55,1.68,0.94,0.34
Skarn Cu-(Fe),5.344,27.22,2.502,1.569,0.404,,7.625,0.049,2.44,0.02,15.27,10.56
Skarn Cu-(Fe),0.79,2.22,2.53,0.66,9736.47,12.12,0.37,0.81,6.23,1.91,0.5,5.3
Skarn Cu-(Fe),121.3,88.11,2.634,27.24,10.16,0.118,6.388,0.019,,,10.76,1.232
Skarn Cu-(Fe),5.85,124.55,2.66,0.33,1853.39,29.66,1.51,1.63,2.75,0.99,18.25,0.14
Skarn Cu-(Fe),0.39,0.2,1.86,0.62,5129.15,0.84,0.15,0.23,0.13,1.13,6.47,2.74
Skarn Cu-(Fe),0.36,3.75,1.98,0.5,5981.55,2.19,0.21,0.24,5.63,0.37,1.3,23.86
Skarn Cu-(Fe),374.1,144,3.024,8.572,7.685,0.175,24.6,0.446,,0.02,47.27,3.324
Skarn Cu-(Fe),554,97.12,3.425,1.11,3.881,0.058,9.449,0.036,,,17.7,5.38
Skarn Cu-(Fe),213.9,97.73,3.517,105.8,2.603,,2.088,0.082,,0.024,84.11,1.396
Skarn Cu-(Fe),14.96,0.47,3.53,0.4,0.76,2.02,1.2,0.27,0.13,0.02,3.99,3.39
Skarn Cu-(Fe),1.015,24.88,3.533,0.508,46.18,2.034,1.644,0.346,,0.033,0.208,6.28
Skarn Cu-(Fe),14.05,21.79,3.597,0.476,9.774,0.142,,,19.55,0.01,0.24,0.592
Skarn Cu-(Fe),713.2,162.5,8.877,108.9,8.717,0.157,57.411,,,0.005,100.5,20.54
Skarn Cu-(Fe),0.35,2.22,7.16,0.44,4177.95,4.26,0.63,0.14,4.28,2.42,0.94,15.59
Skarn Cu-(Fe),0.32,2.87,7.69,1.23,1726.61,0.44,0.68,0.29,3.95,1.24,1.6,2.64
Skarn Cu-(Fe),0.07,2.53,7.95,3.34,1961.72,1.43,1.47,595.59,0.03,0.05,14.51,0.94
Skarn Cu-(Fe),29.35,8.31,8.17,79.86,2571.5,7.28,14.27,21.54,0.12,0.17,5685.31,15.75
Skarn Cu-(Fe),20.54,4.04,8.6,0.59,7524.85,3.99,0.31,4.41,0.09,0.67,20,0.98
Skarn Cu-(Fe),46.92,9.345,8.62,5.285,0.858,,0.153,,42.35,,1.667,8.819
Skarn Cu-(Fe),12.2,98.97,8.78,2.99,3757.48,1.12,0.88,0.14,46.35,0.83,2.96,14.25
Skarn Cu-(Fe),,0.24,21.38,1.3,4987.34,0.12,7.13,42,,2.2,411.79,22.5
Skarn Cu-(Fe),28.31,81.64,24.16,8.93,2007.84,2.09,16.43,1223.31,0.04,0.06,4784.22,27.71
Skarn Cu-(Fe),0.58,4.49,25.26,1.23,1886.15,0.63,9.34,7.48,0.17,1.37,624.59,8.67
Skarn Cu-(Fe),154.1,5.49,29.3,1.66,656.37,3.74,8.74,3.43,0.14,0.01,2534.06,14.4
Skarn Cu-(Fe),0.06,1.94,31.81,0.81,9935.27,4.63,1.34,16.78,0.09,0.68,69.87,1.5
Skarn Cu-(Fe),2.74,3.15,33.08,0.62,6913.67,4.11,0.73,22.72,0.11,0.75,91.29,4.91
Skarn Cu-(Fe),97.42,446.68,33.96,2.5,97.51,2.95,7.06,62.62,0.04,0.3,245.76,1.38
Skarn Cu-(Fe),89.22,100.78,358.85,171.26,3108.02,4.22,0.61,1.32,0.04,0.03,80.83,0.33
Skarn Cu-(Fe),1.35,0.89,411.36,-,406.94,2.19,8.59,3.55,-,0.01,127.22,5.83
Skarn Cu-(Fe),2.07,1.39,450.72,1.56,238.59,1.74,30.22,30.55,0.12,0.05,767.5,342.98
Skarn Cu-(Fe),0.65,3.72,10.57,2.93,1146.17,0.9,1.5,401.4,0.1,0.06,152.05,3.06
Skarn Cu-(Fe),19.03,95.54,10.85,4.89,1903.86,6.33,61.7,2556.51,0.19,0.03,2445.65,11.84
Skarn Cu-(Fe),33.79,58.39,12.85,0.517,19.05,0.08,8.098,0.21,0.58,,1.136,2.04
Skarn Cu-(Fe),1.6,,16.49,0.44,678.2,,3.87,18.28,,0.84,748.57,0.99
Skarn Cu-(Fe),26.5,3.376,3.798,0.543,21.98,0.083,0.739,0.017,1.76,0.029,2.991,0.052
Skarn Cu-(Fe),1.36,31.25,3.84,,1756,0.28,0.39,1.72,0.29,,0.99,5.64
Skarn Cu-(Fe),13.71,13.09,4.33,-,237.88,-,0.86,0.05,5.69,-,2.51,9.54
Skarn Cu-(Fe),3.516,1.15,4.414,0.631,68.5,0.161,58.99,0.08,23.28,,264.2,213.8
Skarn Cu-(Fe),,0.35,4.96,1.28,4952.99,3.48,0.26,0.79,5.58,2.26,2.34,5.44
Skarn Cu-(Fe),0.28,0.74,5.23,1.82,43.61,0.75,0.7,2.69,0.58,0.62,3.72,15.27
Skarn Cu-(Fe),0.13,0.19,5.46,1.52,5532.66,17.48,0.2,0.92,2.44,4.48,0.79,0.29
Skarn Cu-(Fe),1.2,3.31,5.49,1.91,754.42,1.54,0.44,345.63,0.11,0.07,13,0.9
Skarn Cu-(Fe),220.6,100.4,5.509,41.59,5.715,0.068,2.767,0.133,,0.006,107.2,4.679
Skarn Cu-(Fe),,0.26,6.34,1.33,6116.21,3.78,0.46,0.19,2.52,2.51,1.43,11.63
Skarn Cu-(Fe),0.12,0.24,6.37,1.5,1491.38,22.56,0.57,0.97,26.47,0.58,24.85,1.75
Skarn Cu-(Fe),0.3,0.49,6.73,0.96,37.16,13.18,,,1.47,0.63,,0.29
Skarn Cu-(Fe),1.69,1.26,7.05,-,15.3,0.77,3.23,0.18,-,0.05,13.83,5.15
Skarn Cu-(Fe),0.13,0.7,510.47,1.52,1363.36,2.64,4.75,12.14,0.05,0.08,512.62,3.56
Skarn Cu-(Fe),1.85,0.64,591.09,4.16,867.95,0.97,27.99,41.23,-,0.04,1217.79,525.75
